timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_3_nm,wl_4_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s,wl_3_filtered_nm,wl_3_delta_nm,wl_3_strain,wl_3_derivative_nm_per_s,wl_4_filtered_nm,wl_4_delta_nm,wl_4_strain,wl_4_derivative_nm_per_s
2025-09-03T08:26:48Z,3418.0,3418.0,0,1537.43831,,,,1537.43831,0.002405000000180735,2.0055036593964838e-06,0.0021350000001773856,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:48Z,3418.0,3418.1428571428573,1,1537.4392,,,,1537.438615,0.0027100000002064917,2.2598398823160746e-06,0.0010149999998214608,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:48Z,3418.0,3418.285714285714,2,1537.4383,,,,1537.4386,0.002695000000130676,2.247331543421798e-06,0.0010675000000866589,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:48Z,3418.0,3418.4285714285716,3,1537.43892,,,,1537.43892,0.0030150000002322486,2.5141761052356654e-06,-7.131448209740654e-15,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:48Z,3418.0,3418.5714285714284,4,1537.4386,,,,1537.4386,0.002695000000130676,2.247331543421798e-06,-0.0011200000003593232,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:49Z,3418.0,3418.714285714286,5,1537.43899,,,,1537.4386,0.002695000000130676,2.247331543421798e-06,-0.0003849999998250895,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:49Z,3418.0,3418.8571428571427,6,1537.43829,,,,1537.43849,0.002585000000181026,2.155603725369383e-06,-0.0010849999996473073,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.0,7,1537.43849,,,,1537.43829,0.00238500000023123,1.988825874330518e-06,-0.00425749999984411,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.1111111111113,8,1537.43757,,,,1537.43757,0.0016650000002300658,1.3884256104389215e-06,-0.0035550000002219596,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.222222222222,9,1537.43721,,,,1537.4375,0.0015950000001794251,1.3300533625184375e-06,-0.001575000000112724,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.3333333333335,10,1537.4375,,,,1537.43722,0.0013150000002042361,1.096564371026106e-06,-0.0012599999998834802,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.4444444444443,11,1537.43697,,,,1537.43722,0.0013150000002042361,1.096564371026106e-06,0.0,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:49Z,3419.0,3419.5555555555557,12,1537.43722,,,,1537.43722,0.0013150000002042361,1.096564371026106e-06,0.0,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:50Z,3419.0,3419.6666666666665,13,1537.43731,,,,1537.43722,0.0013150000002042361,1.096564371026106e-06,0.0,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:50Z,3419.0,3419.777777777778,14,1537.43641,,,,1537.43722,0.0013150000002042361,1.096564371026106e-06,-0.0007650000001182293,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:50Z,3419.0,3419.8888888888887,15,1537.43817,,,,1537.43705,0.0011450000001786975,9.548031975861898e-07,-0.003465000000453219,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:50Z,3420.0,3420.0,16,1537.4363,,,,1537.43645,0.0005450000001019362,4.544696442799911e-07,-0.0028588235297698633,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:50Z,3420.0,3420.125,17,1537.43705,,,,1537.43645,0.0005450000001019362,4.544696442799911e-07,-0.0005999999993946403,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:50Z,3420.0,3420.25,18,1537.43645,,,,1537.4363,0.0003950000002532761,3.293862560956448e-07,-0.0007599999999001739,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:50Z,3420.0,3420.375,19,1537.43626,,,,1537.43626,0.0003550000001268927,2.960306857741091e-07,-0.00016000000050553354,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:50Z,3420.0,3420.5,20,1537.43572,,,,1537.43626,0.0003550000001268927,2.960306857741091e-07,0.0,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:51Z,3420.0,3420.625,21,1537.4362,,,,1537.43626,0.0003550000001268927,2.960306857741091e-07,-0.00023999999939405825,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:51Z,3420.0,3420.75,22,1537.43645,,,,1537.4362,0.00029500000027837814,2.459973305762124e-07,-0.00023999999939405825,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:51Z,3420.0,3420.875,23,1537.43629,,,,1537.4362,0.00029500000027837814,2.459973305762124e-07,-0.0008000000007086783,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.0,24,1537.43581,,,,1537.436,9.500000010120857e-05,7.92194793477432e-08,-0.0016582352946640313,,,,0.0,,,,0.0,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.1111111111113,25,1537.43553,,,,1537.43581,-9.49999998738349e-05,-7.921947915813874e-08,-0.0008549999998843907,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.222222222222,26,1537.436,,,,1537.43581,-9.49999998738349e-05,-7.921947915813874e-08,0.0,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.3333333333335,27,1537.43581,,,,1537.43581,-9.49999998738349e-05,-7.921947915813874e-08,0.0,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.4444444444443,28,1537.43604,,,,1537.43581,-9.49999998738349e-05,-7.921947915813874e-08,-0.0021149999997678707,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:51Z,3421.0,3421.5555555555557,29,1537.43504,,,,1537.43534,-0.0005649999998240673,-4.711474291563522e-07,-0.003464999999434825,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:52Z,3421.0,3421.6666666666665,30,1537.43471,,,,1537.43504,-0.0008649999997487612,-7.213142057146493e-07,-0.0018450000004616488,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
2025-09-03T08:26:52Z,3421.0,3421.777777777778,31,1537.43534,,,,1537.43493,-0.0009749999999257852,-8.130420239566689e-07,-0.0004950000007946948,,,,3.469446951953614e-18,,,,-6.938893903907228e-18,,,,0.0
2025-09-03T08:26:52Z,3421.0,3421.8888888888887,32,1537.43493,,,,1537.43493,-0.0009749999999257852,-8.130420239566689e-07,0.0,,,,-3.469446951953614e-18,,,,6.938893903907228e-18,,,,0.0
