timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_3_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s,wl_3_filtered_nm,wl_3_delta_nm,wl_3_strain,wl_3_derivative_nm_per_s
2025-08-11T12:12:46Z,53.0,53.0,0,1555.02692,1537.96396,1524.94714,1555.0269,0.00024000000007617928,1.978694743342686e-07,-0.0004799999996976112,1537.96396,9.999999974752427e-06,8.336029455140439e-09,1.9999999494757503e-05,1524.94718,7.999999979801942e-05,6.725748211538164e-08,-7.999999979801942e-05
2025-08-11T12:12:46Z,53.0,53.25,1,1555.02666,1537.96394,1524.94728,1555.0267800000001,0.00012000000015177648,9.89347372608641e-08,-0.00024000000030355295,1537.963965,1.4999999848441803e-05,1.2504044087940975e-08,1.9999999949504854e-05,1524.94716,5.999999984851456e-05,5.0443111586536226e-08,0.0
2025-08-11T12:12:46Z,53.0,53.5,2,1555.0269,1537.96436,1524.94718,1555.02678,0.0001199999999244028,9.893473707340449e-08,-4.547473508864641e-13,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,1.0000000202126103e-05,1524.94718,7.999999979801942e-05,6.725748211538164e-08,3.999999989900971e-05
2025-08-11T12:12:46Z,53.0,53.75,3,1555.02649,1537.96397,1524.94701,1555.02678,0.0001199999999244028,9.893473707340449e-08,8.000000025276677e-05,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,9.999999974752427e-05,1524.94718,7.999999979801942e-05,6.725748211538164e-08,0.0
2025-08-11T12:12:46Z,54.0,54.0,4,1555.02678,1537.96402,1524.94737,1555.02682,0.00016000000005078618,1.319129828895124e-07,-0.00024000000075829477,1537.96402,6.999999982326699e-05,5.835220618598307e-08,5.71428569985858e-05,1524.94718,7.999999979801942e-05,6.725748211538164e-08,-0.00014285714249646063
2025-08-11T12:12:46Z,54.0,54.1,5,1555.02682,1537.96392,1524.94716,1555.02678,0.0001199999999244028,9.893473707340449e-08,-0.0002000000006319141,1537.96402,6.999999982326699e-05,5.835220618598307e-08,5.000000101062981e-05,1524.94716,5.999999984851456e-05,5.0443111586536226e-08,-9.999999974752286e-05
2025-08-11T12:12:46Z,54.0,54.2,6,1555.02689,1537.96425,1524.94726,1555.02678,0.0001199999999244028,9.893473707340449e-08,0.00020000000063193546,1537.96403,8.000000002539309e-05,6.668823583066287e-08,0.0002000000006319283,1524.94716,5.999999984851456e-05,5.0443111586536226e-08,-0.00024999999936883377
2025-08-11T12:12:46Z,54.0,54.3,7,1555.02678,1537.96406,1524.94704,1555.02682,0.00016000000005078618,1.319129828895124e-07,0.00020000000063193546,1537.96406,0.00010999999994965037,9.16963241960842e-08,0.00014999999962130028,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.00024999999936883377
2025-08-11T12:12:46Z,54.0,54.4,8,1555.02668,1537.96403,1524.94697,1555.02682,0.00016000000005078618,1.319129828895124e-07,-0.0002000000006319141,1537.96406,0.00010999999994965037,9.16963241960842e-08,0.0,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.00035000000025319834
2025-08-11T12:12:47Z,54.0,54.5,9,1555.02686,1537.96407,1524.94711,1555.02678,0.0001199999999244028,9.893473707340449e-08,-0.0002000000006319141,1537.96406,0.00010999999994965037,9.16963241960842e-08,0.0,1524.94704,-6.000000007588824e-05,-5.044311177769349e-08,0.0
2025-08-11T12:12:47Z,54.0,54.6,10,1555.02682,1537.96406,1524.94716,1555.02678,0.0001199999999244028,9.893473707340449e-08,0.0,1537.96406,0.00010999999994965037,9.16963241960842e-08,0.0,1524.94711,9.999999974752427e-06,8.407185264422705e-09,0.00035000000025319834
2025-08-11T12:12:47Z,54.0,54.7,11,1555.02669,1537.96414,1524.94697,1555.02678,0.0001199999999244028,9.893473707340449e-08,0.0,1537.96406,0.00010999999994965037,9.16963241960842e-08,-0.00045000000000076923,1524.94711,9.999999974752427e-06,8.407185264422705e-09,0.00024999999936883377
2025-08-11T12:12:47Z,54.0,54.8,12,1555.02678,1537.96379,1524.94719,1555.02678,0.0001199999999244028,9.893473707340449e-08,0.0,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,-0.00045000000000076923,1524.94716,5.999999984851456e-05,5.0443111586536226e-08,3.552117367605634e-17
2025-08-11T12:12:47Z,54.0,54.9,13,1555.02674,1537.96393,1524.94711,1555.02678,0.0001199999999244028,9.893473707340449e-08,0.0,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,-0.00020000000063191407,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.0002499999993688071
2025-08-11T12:12:47Z,55.0,55.0,14,1555.0268,1537.96397,1524.9474,1555.02678,0.0001199999999244028,9.893473707340449e-08,-0.00019999999949504567,1537.96393,-2.000000017687853e-05,-1.6672059099820243e-08,-0.00020000000063191407,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.0006500000006326352
2025-08-11T12:12:47Z,55.0,55.1,15,1555.02681,1537.96407,1524.94698,1555.02674,8.000000002539309e-05,6.59564914447562e-08,0.00010000000088439124,1537.96393,-2.000000017687853e-05,-1.6672059099820243e-08,0.00020000000063191407,1524.94698,-0.00012000000015177648,-1.0088622355538698e-07,-0.0006500000006326352
2025-08-11T12:12:47Z,55.0,55.2,16,1555.02623,1537.96277,1524.94696,1555.0268,0.00014000000010128133,1.1542386007518825e-07,-0.0003500000002532783,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,0.00010000000088437346,1524.94698,-0.00012000000015177648,-1.0088622355538698e-07,0.0
2025-08-11T12:12:47Z,55.0,55.3,17,1555.02633,1537.96385,1524.94683,1555.02667,9.999999974752427e-06,8.244561407162072e-09,-0.0006500000006327045,1537.96395,0.0,0.0,-0.0004000000001269598,1524.94698,-0.00012000000015177648,-1.0088622355538698e-07,0.0006000000007588526
2025-08-11T12:12:48Z,55.0,55.4,18,1555.02687,1537.96403,1524.94719,1555.02667,9.999999974752427e-06,8.244561407162072e-09,0.0,1537.96389,-6.000000007588824e-05,-5.0016176920381996e-08,-0.0003000000003794369,1524.9471,0.0,0.0,0.0006000000007588738
2025-08-11T12:12:48Z,55.0,55.5,19,1555.02667,1537.96395,1524.94736,1555.02667,9.999999974752427e-06,8.244561407162072e-09,0.0,1537.96389,-6.000000007588824e-05,-5.0016176920381996e-08,0.0003000000003794369,1524.9471,0.0,0.0,0.0003999999989900914
2025-08-11T12:12:48Z,55.0,55.6,20,1555.02691,1537.96389,1524.9471,1555.02667,9.999999974752427e-06,8.244561407162072e-09,0.0,1537.96395,0.0,0.0,0.0003000000003794369,1524.94718,7.999999979801942e-05,6.725748211538164e-08,0.0003999999989900914
2025-08-11T12:12:48Z,55.0,55.7,21,1555.02658,1537.96361,1524.94696,1555.02667,9.999999974752427e-06,8.244561407162072e-09,4.999999987376676e-05,1537.96395,0.0,0.0,0.0002999999992426005,1524.94718,7.999999979801942e-05,6.725748211538164e-08,-0.0003499999991163673
2025-08-11T12:12:48Z,55.0,55.8,22,1555.02648,1537.96418,1524.94718,1555.02668,1.9999999949504854e-05,1.6489122814324143e-08,4.999999987376675e-05,1537.96401,5.999999984851456e-05,5.001617673084263e-08,0.0005999999996220268,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.0003499999991163673
2025-08-11T12:12:48Z,55.0,55.9,23,1555.02668,1537.96401,1524.94738,1555.02668,1.9999999949504854e-05,1.6489122814324143e-08,0.0,1537.96407,0.0001199999999244028,1.0003235365122463e-07,0.0003000000003794369,1524.94711,9.999999974752427e-06,8.407185264422705e-09,0.00034999999911632996
2025-08-11T12:12:48Z,56.0,56.0,24,1555.02676,1537.96413,1524.94711,1555.02668,1.9999999949504854e-05,1.6489122814324143e-08,4.999999987376142e-05,1537.96407,0.0001199999999244028,1.0003235365122463e-07,-0.0003000000003794369,1524.94718,7.999999979801942e-05,6.725748211538164e-08,0.0
2025-08-11T12:12:48Z,56.0,56.1,25,1555.02669,1537.96407,1524.94702,1555.02669,2.999999992425728e-05,2.4733684221486215e-08,0.0004000000001269597,1537.96401,5.999999984851456e-05,5.001617673084263e-08,-0.0004000000001269597,1524.94711,9.999999974752427e-06,8.407185264422705e-09,-0.0006499999994957668
2025-08-11T12:12:48Z,56.0,56.2,26,1555.02647,1537.96389,1524.94721,1555.02676,9.999999997489795e-05,8.244561425908034e-08,-4.9737774662772516e-17,1537.96399,3.999999989900971e-05,3.3344117820561756e-08,-9.999999974751928e-05,1524.94705,-5.000000010113581e-05,-4.203592651327079e-08,-0.0003000000003794263
2025-08-11T12:12:48Z,56.0,56.3,27,1555.02682,1537.96385,1524.94704,1555.02669,2.999999992425728e-05,2.4733684221486215e-08,-0.0004500000000007549,1537.96399,3.999999989900971e-05,3.3344117820561756e-08,-0.0004999999998744649,1524.94705,-5.000000010113581e-05,-4.203592651327079e-08,0.0
2025-08-11T12:12:48Z,56.0,56.4,28,1555.02688,1537.96399,1524.94705,1555.02667,9.999999974752427e-06,8.244561407162072e-09,-9.999999974752283e-05,1537.96389,-6.000000007588824e-05,-5.0016176920381996e-08,-9.999999974752285e-05,1524.94705,-5.000000010113581e-05,-4.203592651327079e-08,0.0
2025-08-11T12:12:49Z,56.0,56.5,29,1555.02662,1537.96421,1524.94723,1555.02667,9.999999974752427e-06,8.244561407162072e-09,-4.9999999873761424e-05,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,0.00040000000012695977,1524.94705,-5.000000010113581e-05,-4.203592651327079e-08,0.00035000000025319834
2025-08-11T12:12:49Z,56.0,56.6,30,1555.02667,1537.9638,1524.94701,1555.02666,0.0,0.0,-9.999999974752285e-05,1537.96397,1.9999999949504854e-05,1.6672058910280878e-08,-9.999999974752285e-05,1524.94712,1.9999999949504854e-05,1.681437052884541e-08,0.00035000000025319834
2025-08-11T12:12:49Z,56.0,56.7,31,1555.02666,1537.96397,1524.94726,1555.02665,-9.999999974752427e-06,-8.244561407162072e-09,-4.999999987375965e-05,1537.96395,0.0,0.0,-0.0004999999998745217,1524.94712,1.9999999949504854e-05,1.681437052884541e-08,-0.0004999999998745359
2025-08-11T12:12:49Z,56.0,56.8,32,1555.02662,1537.96395,1524.94712,1555.02665,-9.999999974752427e-06,-8.244561407162072e-09,-0.00014999999962127895,1537.96387,-8.000000002539309e-05,-6.668823583066287e-08,-0.00040000000012700243,1524.94702,-8.000000002539309e-05,-6.72574823065389e-08,-0.0004999999998745359
2025-08-11T12:12:49Z,56.0,56.9,33,1555.02665,1537.96366,1524.94702,1555.02662,-3.999999989900971e-05,-3.297824562864829e-08,-0.0006500000006326353,1537.96387,-8.000000002539309e-05,-6.668823583066287e-08,-0.0004999999998744826,1524.94702,-8.000000002539309e-05,-6.72574823065389e-08,0.0
2025-08-11T12:12:49Z,57.0,57.0,34,1555.0263,1537.96387,1524.947,1555.02652,-0.00014000000010128133,-1.1542386007518825e-07,-0.0005263157905382677,1537.96377,-0.00018000000000029104,-1.5004853057160662e-07,-0.0005263157893415643,1524.94702,-8.000000002539309e-05,-6.72574823065389e-08,0.0
2025-08-11T12:12:49Z,57.0,57.111111111111114,35,1555.02651,1537.96377,1524.94663,1555.02652,-0.00014000000010128133,-1.1542386007518825e-07,0.0,1537.96377,-0.00018000000000029104,-1.5004853057160662e-07,0.0004499999998870712,1524.94702,-8.000000002539309e-05,-6.72574823065389e-08,0.0
