timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_3_nm,wl_4_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s,wl_3_filtered_nm,wl_3_delta_nm,wl_3_strain,wl_3_derivative_nm_per_s,wl_4_filtered_nm,wl_4_delta_nm,wl_4_strain,wl_4_derivative_nm_per_s
2025-08-12T11:47:44Z,17026.0,17026.0,0,1554.9852,1537.93645,1524.90809,,1554.99019,0.003549999999904685,2.9268946331010614e-06,-0.016110000000487852,1537.93645,0.0029699999997774285,2.4758498055500808e-06,0.016290000000036015,1524.90815,-0.00016499999992447556,-1.3872208536133224e-07,-0.00026999999932224457,,,,0.0
2025-08-12T11:47:44Z,17026.0,17026.11111111111,1,1554.99046,1537.94042,1524.90947,,1554.9884,0.001759999999876527,1.4510801560661367e-06,-0.01611000000022412,1537.93826,0.004779999999755091,3.984701033942731e-06,5.33363284094257e-13,1524.90812,-0.00019499999984873284,-1.6394428264762116e-07,-8.840259253795058e-15,,,,0.0
2025-08-12T11:47:44Z,17026.0,17026.222222222223,2,1554.99019,1537.93388,1524.90815,,1554.98661,-3.0000000151630957e-05,-2.4734320968787952e-08,-0.00130499999928762,1537.93645,0.0029699999997774285,2.4758498055500808e-06,-0.0010799999988196606,1524.90815,-0.00016499999992447556,-1.3872208536133224e-07,0.006075000000188838,,,,0.0
2025-08-12T11:47:44Z,17026.0,17026.333333333332,3,1554.98661,1537.94007,1524.90809,,1554.98811,0.0014699999999265856,1.2119817212842828e-06,0.003780000000999607,1537.93802,0.004539999999906286,3.7846323628982137e-06,-0.011564999998587927,1524.90947,0.00115500000015345,9.710545981028122e-07,0.004994999999883357,,,,0.0
2025-08-12T11:47:44Z,17026.0,17026.444444444445,4,1554.98581,1537.92785,1524.91028,,1554.98745,0.0008100000000013097,6.678266627829146e-07,-0.0029699999995610954,1537.93388,0.0003999999998995918,3.334477852005564e-07,1.2199581622684974e-12,1524.90926,0.000945000000001528,7.944992165253034e-07,0.00364500000018049,,,,0.0
2025-08-12T11:47:45Z,17026.0,17026.555555555555,5,1554.98811,1537.93802,1524.91062,,1554.98745,0.0008100000000013097,6.678266627829146e-07,0.0,1537.93802,0.004539999999906286,3.7846323628982137e-06,-0.006164999998349567,1524.91028,0.0019650000001547596,1.652053926553072e-06,0.004590000000831478,,,,0.0
2025-08-12T11:47:45Z,17026.0,17026.666666666668,6,1554.98745,1537.93056,1524.90926,,1554.98745,0.0008100000000013097,6.678266627829146e-07,0.0,1537.93251,-0.0009700000000520959,-8.086108793577554e-07,1.623666479044772e-12,1524.91028,0.0019650000001547596,1.652053926553072e-06,-0.0025199999998546255,,,,0.0
2025-08-12T11:47:45Z,17026.0,17026.777777777777,7,1554.98976,1537.94122,1524.91049,,1554.98745,0.0008100000000013097,6.678266627829146e-07,-0.003510000000225427,1537.93802,0.004539999999906286,3.7846323628982137e-06,0.03919499999953662,1524.90972,0.0014050000002043816,1.1812395760620395e-06,-0.004590000000695929,,,,0.0
2025-08-12T11:47:45Z,17026.0,17026.88888888889,8,1554.98416,1537.93251,1524.90779,,1554.98667,2.999999992425728e-05,2.4734320781323504e-08,-0.008325000000495792,1537.94122,0.007739999999785141,6.452214645071294e-06,0.014399999998957174,1524.90926,0.000945000000001528,7.944992165253034e-07,-0.006120000000973087,,,,0.0
2025-08-12T11:47:45Z,17027.0,17027.0,9,1554.9856,1537.95046,1524.90972,,1554.9856,-0.0010400000001027365,-8.574564560021215e-07,-0.004561578947549879,1537.94122,0.007739999999785141,6.452214645071294e-06,-0.006631578947475646,1524.90836,4.500000000007276e-05,3.7833296025014445e-08,-0.0038368421053251943,,,,0.0
