timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_3_nm,wl_4_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s,wl_3_filtered_nm,wl_3_delta_nm,wl_3_strain,wl_3_derivative_nm_per_s,wl_4_filtered_nm,wl_4_delta_nm,wl_4_strain,wl_4_derivative_nm_per_s
2025-08-12T12:14:43Z,18644.0,18644.0,0,1555.03113,1537.98673,1524.92948,,1555.03399,-0.0021650000001045555,-1.7849366504118812e-06,0.00031500000022902894,1537.98488,0.004269999999905849,3.5594460285414568e-06,-0.009029999999744286,1524.92843,0.00040499999977328116,3.4049526300764525e-07,-0.0017849999999335886,,,,0.0
2025-08-12T12:14:43Z,18644.0,18644.333333333332,1,1555.03669,1537.98488,1524.92843,,1555.034095,-0.0020600000000285945,-1.6983692839362314e-06,0.0003150000002273101,1537.98187,0.0012600000000020373,1.050328336315779e-06,-9.855311011719436e-14,1524.927835,-0.00019000000020241714,-1.5973851870763062e-07,-1.9481378316088538e-14,,,,0.0
2025-08-12T12:14:43Z,18644.0,18644.666666666668,2,1555.03399,1537.97392,1524.92724,,1555.0342,-0.0019549999999526335,-1.6118019174605814e-06,0.0015225000000886621,1537.98488,0.004269999999905849,3.5594460285414568e-06,0.004514999999798228,1524.92843,0.00040499999977328116,3.4049526300764525e-07,0.0008924999999521833,,,,0.0
2025-08-12T12:14:43Z,18645.0,18645.0,3,1555.0342,1537.97886,1524.92636,,1555.03511,-0.001044999999976426,-8.615514085673245e-07,0.0006824999999790514,1537.98488,0.004269999999905849,3.5594460285414568e-06,-0.009517500000691442,1524.92843,0.00040499999977328116,3.4049526300764525e-07,0.0032400000010844097,,,,-2.7755575615628914e-17
2025-08-12T12:14:43Z,18645.0,18645.11111111111,4,1555.0396,1537.98927,1524.93023,,1555.03511,-0.001044999999976426,-8.615514085673245e-07,0.006479999999786524,1537.98347,0.002859999999827778,2.3840786045058583e-06,0.009359999999162465,1524.92891,0.0008849999999256397,7.440452047040389e-07,0.0021600000007524073,,,,0.0
2025-08-12T12:14:43Z,18645.0,18645.222222222223,5,1555.03511,1537.98696,1524.92955,,1555.03655,0.0003950000000259024,3.2565818795606367e-07,0.013275000000235005,1537.98696,0.0063499999998839485,5.293321377359143e-06,0.01570499999970999,1524.92891,0.0008849999999256397,7.440452047040389e-07,-8.673617379884035e-19,,,,0.0
2025-08-12T12:14:43Z,18645.0,18645.333333333332,6,1555.03806,1537.98347,1524.92891,,1555.03806,0.0019050000000788714,1.5705793621298852e-06,4.4496112523717546e-13,1537.98696,0.0063499999998839485,5.293321377359143e-06,-0.01570499999970999,1524.92891,0.0008849999999256397,7.440452047040389e-07,8.673617379884035e-19,,,,0.0
2025-08-12T12:14:43Z,18645.0,18645.444444444445,7,1555.03655,1537.98935,1524.92799,,1555.03655,0.0003950000000259024,3.2565818795606367e-07,-0.00679500000000352,1537.98347,0.002859999999827778,2.3840786045058583e-06,-0.01570499999970999,1524.92891,0.0008849999999256397,7.440452047040389e-07,-0.0015750000001649375,,,,0.0
2025-08-12T12:14:44Z,18645.0,18645.555555555555,8,1555.04153,1537.98185,1524.92856,,1555.03655,0.0003950000000259024,3.2565818795606367e-07,-0.0005399999996411498,1537.98347,0.002859999999827778,2.3840786045058583e-06,-0.007289999999759839,1524.92856,0.0005349999998998101,4.4979003895543674e-07,-0.003915000000315222,,,,0.0
2025-08-12T12:14:44Z,18645.0,18645.666666666668,9,1555.03643,1537.97628,1524.92948,,1555.03643,0.0002750000001014996,2.2672405497493415e-07,-0.002295000000380378,1537.98185,0.0012399999998251587,1.0336564578141425e-06,-0.01799999999965359,1524.92804,1.4999999848441803e-05,1.2610935546590042e-08,-0.002340000000150285,,,,0.0
2025-08-12T12:14:44Z,18645.0,18645.777777777777,10,1555.03232,1537.98961,1524.92804,,1555.03604,-0.00011500000005071342,-9.481187754178915e-08,-0.0017550000007392282,1537.97947,-0.0011400000000776345,-9.502970662536459e-07,-0.010709999999893752,1524.92804,1.4999999848441803e-05,1.2610935546590042e-08,0.0,,,,0.0
2025-08-12T12:14:44Z,18645.0,18645.88888888889,11,1555.03604,1537.97676,1524.92722,,1555.03604,-0.00011500000005071342,-9.481187754178915e-08,0.0,1537.97947,-0.0011400000000776345,-9.502970662536459e-07,0.0032849999999932065,1524.92804,1.4999999848441803e-05,1.2610935546590042e-08,-0.0003150000002376237,,,,0.0
2025-08-12T12:14:44Z,18646.0,18646.0,12,1555.03229,1537.97947,1524.92699,,1555.03604,-0.00011500000005071342,-9.481187754178915e-08,0.0,1537.9802,-0.0004100000001017179,-3.4177350634572246e-07,0.0032849999999394275,1524.92797,-5.500000020219886e-05,-4.6240097641362327e-08,-0.0003150000002324669,,,,0.0
2025-08-12T12:14:44Z,18646.0,18646.11111111111,13,1555.037,1537.9802,1524.92829,,1555.03604,-0.00011500000005071342,-9.481187754178915e-08,-0.01687499999876195,1537.9802,-0.0004100000001017179,-3.4177350634572246e-07,2.168404344971009e-19,1524.92797,-5.500000020219886e-05,-4.6240097641362327e-08,0.0014400000004073082,,,,0.0
2025-08-12T12:14:44Z,18646.0,18646.222222222223,14,1555.03776,1537.99189,1524.92797,,1555.03229,-0.0038649999999051943,-3.1865035350298072e-06,0.0043200000015866675,1537.9802,-0.0004100000001017179,-3.4177350634572246e-07,-2.168404344971009e-19,1524.92829,0.0002649999998993735,2.2279319682290013e-07,0.0014400000004073082,,,,0.0
2025-08-12T12:14:44Z,18646.0,18646.333333333332,15,1555.02964,1537.98854,1524.92864,,1555.037,0.00084500000002663,6.966611868696225e-07,0.01750500000058387,1537.9802,-0.0004100000001017179,-3.4177350634572246e-07,-0.00017999999953932254,1524.92829,0.0002649999998993735,2.2279319682290013e-07,-0.000494999999756319,,,,0.0
