timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s
2025-09-05T14:38:42Z,25603.0,25603.0,0,1554.75556,1554.75553,0.00012999999989915523,1.0719799817860642e-07,-1.9999999949504854e-05
2025-09-05T14:38:42Z,25604.0,25604.0,1,1554.75553,1554.75551,0.00010999999994965037,9.07059984876658e-08,-1.999999994924356e-06
2025-09-05T14:38:42Z,25604.0,25604.11111111111,2,1554.75549,1554.75551,0.00010999999994965037,9.07059984876658e-08,-8.999999976966132e-05
2025-09-05T14:38:42Z,25604.0,25604.222222222223,3,1554.75537,1554.75549,9.000000000014552e-05,7.421399879672516e-08,-0.00017999999954521626
2025-09-05T14:38:42Z,25604.0,25604.333333333332,4,1554.75551,1554.75547,7.000000005064066e-05,5.772199910578453e-08,-0.00022500000045322849
2025-09-05T14:38:42Z,25604.0,25604.444444444445,5,1554.75544,1554.75544,3.999999989900971e-05,3.298399938188126e-08,8.840259253795058e-15
2025-09-05T14:38:42Z,25604.0,25604.555555555555,6,1554.75547,1554.75547,7.000000005064066e-05,5.772199910578453e-08,0.00013500000068651392
2025-09-05T14:38:42Z,25604.0,25604.666666666668,7,1554.75538,1554.75547,7.000000005064066e-05,5.772199910578453e-08,0.0
2025-09-05T14:38:43Z,25604.0,25604.777777777777,8,1554.75552,1554.75547,7.000000005064066e-05,5.772199910578453e-08,-0.0001350000006776736
2025-09-05T14:38:43Z,25604.0,25604.88888888889,9,1554.75551,1554.75544,3.999999989900971e-05,3.298399938188126e-08,-4.499999987893718e-05
2025-09-05T14:38:43Z,25605.0,25605.0,10,1554.7554,1554.75546,6.000000007588824e-05,4.947599926031422e-08,4.000000035790436e-05
2025-09-05T14:38:43Z,25605.0,25605.14285714286,11,1554.75544,1554.75544,3.999999989900971e-05,3.298399938188126e-08,-0.00010500000053000805
2025-09-05T14:38:43Z,25605.0,25605.285714285714,12,1554.75546,1554.75543,2.999999992425728e-05,2.4737999536410943e-08,-1.7826181069463543e-15
2025-09-05T14:38:43Z,25605.0,25605.428571428572,13,1554.75543,1554.75544,3.999999989900971e-05,3.298399938188126e-08,-1.782604554419198e-15
2025-09-05T14:38:43Z,25605.0,25605.571428571428,14,1554.75535,1554.75543,2.999999992425728e-05,2.4737999536410943e-08,-3.4999999912588474e-05
2025-09-05T14:38:44Z,25605.0,25605.714285714286,15,1554.75548,1554.75543,2.999999992425728e-05,2.4737999536410943e-08,7.00000006209848e-05
2025-09-05T14:38:44Z,25605.0,25605.85714285714,16,1554.75543,1554.75545,5.000000010113581e-05,4.1229999414843904e-08,7.000000062098478e-05
