timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s
2025-09-05T11:54:27Z,15749.0,15749.0,0,1554.86936,1554.86934,0.0007950000001528679,6.55509285787728e-07,-5.999999939376721e-05
2025-09-05T11:54:27Z,15749.0,15749.25,1,1554.86934,1554.8693250000001,0.0007800000003044261,6.43141186183228e-07,-5.999999984851456e-05
2025-09-05T11:54:28Z,15749.0,15749.5,2,1554.86931,1554.86931,0.0007650000002286106,6.307730863912494e-07,-5.000000010113581e-05
2025-09-05T11:54:28Z,15749.0,15749.75,3,1554.8693,1554.8693,0.0007550000002538582,6.225276865924232e-07,-0.0001999999999497959
2025-09-05T11:54:28Z,15750.0,15750.0,4,1554.86921,1554.86921,0.0006650000002537126,5.48319088215509e-07,-0.00017428571410547326
2025-09-05T11:54:28Z,15750.0,15750.1,5,1554.8692,1554.8692,0.0006550000002789602,5.400736884166829e-07,-0.0006500000006302801
2025-09-05T11:54:28Z,15750.0,15750.2,6,1554.86908,1554.86908,0.0005350000001271837,4.411288904558115e-07,-0.000650000000626187
2025-09-05T11:54:28Z,15750.0,15750.3,7,1554.86907,1554.86907,0.0005250000001524313,4.3288349065698533e-07,-0.00019999999949432083
2025-09-05T11:54:28Z,15750.0,15750.4,8,1554.86904,1554.86904,0.000495000000228174,4.081472912605068e-07,-0.00035000000025193004
2025-09-05T11:54:28Z,15750.0,15750.5,9,1554.869,1554.869,0.00045500000010179065,3.7516569187772347e-07,-0.0005499999997462509
2025-09-05T11:54:28Z,15750.0,15750.6,10,1554.86893,1554.86893,0.00038500000027852366,3.174478932859403e-07,-0.0004999999998726709
2025-09-05T11:54:28Z,15750.0,15750.7,11,1554.8689,1554.8689,0.0003550000001268927,2.927116937019831e-07,-0.00020000000063118942
2025-09-05T11:54:29Z,15750.0,15750.8,12,1554.86888,1554.86889,0.0003450000001521403,2.8446629390315693e-07,-9.999999974806984e-05
2025-09-05T11:54:29Z,15750.0,15750.9,13,1554.86889,1554.86888,0.00033500000017738785,2.762208941043307e-07,-0.00019999999949432083
2025-09-05T11:54:29Z,15751.0,15751.0,14,1554.86885,1554.86885,0.00030500000025313057,2.5148469470785226e-07,-0.00040000000012551024
2025-09-05T11:54:29Z,15751.0,15751.1,15,1554.86877,1554.8688,0.00025500000015199475,2.102576955262427e-07,-0.00040000000012551024
2025-09-05T11:54:29Z,15751.0,15751.2,16,1554.8688,1554.86877,0.00022500000022773747,1.855214961297642e-07,-0.0001499999996193767
2025-09-05T11:54:29Z,15751.0,15751.3,17,1554.86877,1554.86877,0.00022500000022773747,1.855214961297642e-07,-0.00020000000062937013
2025-09-05T11:54:29Z,15751.0,15751.4,18,1554.86873,1554.86873,0.0001850000001013541,1.5253989674698084e-07,-0.00030000000037834983
2025-09-05T11:54:29Z,15751.0,15751.5,19,1554.86868,1554.86871,0.00016500000015184924,1.360490971493285e-07,-0.00024999999936790114
2025-09-05T11:54:29Z,15751.0,15751.6,20,1554.86871,1554.86868,0.00013500000022759195,1.1131289775285e-07,-0.00019999999949432104
2025-09-05T11:54:29Z,15751.0,15751.7,21,1554.86867,1554.86867,0.00012500000025283953,1.0306749795402383e-07,-0.0002500000005097718
2025-09-05T11:54:30Z,15751.0,15751.8,22,1554.86863,1554.86863,8.500000012645614e-05,7.008589857124046e-08,-0.00020000000063664632
2025-09-05T11:54:30Z,15751.0,15751.9,23,1554.86863,1554.86863,8.500000012645614e-05,7.008589857124046e-08,-0.00035000000025193004
2025-09-05T11:54:30Z,15752.0,15752.0,24,1554.86856,1554.86856,1.5000000075815478e-05,1.2368099791978597e-08,-0.0004999999998726708
2025-09-05T11:54:30Z,15752.0,15752.1,25,1554.86852,1554.86853,-1.4999999848441803e-05,-1.236809960449991e-08,-0.00019999999949432093
2025-09-05T11:54:30Z,15752.0,15752.2,26,1554.86853,1554.86852,-2.499999982319423e-05,-2.0613499403326078e-08,-0.00019999999949795892
2025-09-05T11:54:30Z,15752.0,15752.3,27,1554.86849,1554.86849,-5.499999974745151e-05,-4.534969879980458e-08,-0.0004000000001273293
2025-09-05T11:54:30Z,15752.0,15752.4,28,1554.86844,1554.86844,-0.00010499999984858732,-8.657669798141411e-08,-0.0004499999999990905
2025-09-05T11:54:30Z,15752.0,15752.5,29,1554.8684,1554.8684,-0.00014499999974759703,-1.195582971767188e-07,-0.0006499999994934115
2025-09-05T11:54:30Z,15752.0,15752.6,30,1554.86826,1554.86831,-0.00023499999974774255,-1.93766895553633e-07,-0.00070000000050386
2025-09-05T11:54:30Z,15752.0,15752.7,31,1554.86831,1554.86826,-0.00028499999984887836,-2.3499389473524252e-07,-0.00025000000050249584
2025-09-05T11:54:31Z,15752.0,15752.8,32,1554.86826,1554.86826,-0.00028499999984887836,-2.3499389473524252e-07,-0.0006499999994874998
2025-09-05T11:54:31Z,15752.0,15752.9,33,1554.86813,1554.86813,-0.0004149999997480336,-3.421840923074614e-07,-0.0009499999998717613
2025-09-05T11:54:31Z,15753.0,15753.0,34,1554.86807,1554.86807,-0.0004749999998239218,-3.916564912878971e-07,-0.00035000000025193004
2025-09-05T11:54:31Z,15753.0,15753.1,35,1554.86803,1554.86806,-0.00048499999979867425,-3.9990189108672326e-07,-0.00019999999949432083
