timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s
2025-09-12T12:54:11Z,19934.0,19934.0,0,1537.6765,1524.75414,1537.67643,-0.00024500000017724233,-2.0427087790077705e-07,-0.00020000000040454324,1524.75435,-5.000000101063051e-06,-4.204124106157693e-09,0.00011999999969702912
2025-09-12T12:54:12Z,19934.0,19934.25,1,1537.67643,1524.75449,1537.6763799999999,-0.00029500000027837814,-2.4595881222040596e-07,0.0,1524.7543799999999,2.499999982319423e-05,2.1020619957244184e-08,0.0
2025-09-12T12:54:12Z,19934.0,19934.5,2,1537.67633,1524.75435,1537.67643,-0.00024500000017724233,-2.0427087790077705e-07,0.00010000000020227162,1524.75435,-5.000000101063051e-06,-4.204124106157693e-09,-5.999999984851456e-05
2025-09-12T12:54:12Z,19934.0,19934.75,3,1537.6763,1524.75441,1537.67643,-0.00024500000017724233,-2.0427087790077705e-07,3.999999989900971e-05,1524.75435,-5.000000101063051e-06,-4.204124106157693e-09,-0.00011999999969702912
2025-09-12T12:54:12Z,19935.0,19935.0,4,1537.67645,1524.75429,1537.67645,-0.00022500000022773747,-1.8759570424875538e-07,0.0005230769231822312,1524.75429,-6.499999994957761e-05,-5.4653612232961446e-08,-0.0022546153846306344
2025-09-12T12:54:12Z,19935.0,19935.11111111111,5,1537.67653,1524.75394,1537.67653,-0.00014500000020234438,-1.2089500945109397e-07,0.0004950000008030748,1524.75394,-0.00041499999997540726,-3.489422937373757e-07,-0.0015750000001649369
2025-09-12T12:54:12Z,19935.0,19935.222222222223,6,1537.67664,1524.75386,1537.67656,-0.00011500000005071342,-9.588224878348671e-08,0.00013500000067767355,1524.75394,-0.00041499999997540726,-3.489422937373757e-07,0.0
2025-09-12T12:54:12Z,19935.0,19935.333333333332,7,1537.67657,1524.75373,1537.67656,-0.00011500000005071342,-9.588224878348671e-08,0.0,1524.75394,-0.00041499999997540726,-3.489422937373757e-07,0.0003150000002169963
2025-09-12T12:54:12Z,19935.0,19935.444444444445,8,1537.67656,1524.75401,1537.67656,-0.00011500000005071342,-9.588224878348671e-08,0.0,1524.75401,-0.0003449999999247666,-2.9008455739825655e-07,0.0003150000002169963
2025-09-12T12:54:12Z,19935.0,19935.555555555555,9,1537.67651,1524.75407,1537.67656,-0.00011500000005071342,-9.588224878348671e-08,-9.000000079284292e-05,1524.75401,-0.0003449999999247666,-2.9008455739825655e-07,0.0002249999994241535
2025-09-12T12:54:12Z,19935.0,19935.666666666668,10,1537.67634,1524.75406,1537.67654,-0.00013500000022759195,-1.1255742262508315e-07,-9.000000079284292e-05,1524.75406,-0.00029500000005100446,-2.480433172925868e-07,0.0002699999993119309
2025-09-12T12:54:13Z,19935.0,19935.777777777777,11,1537.67658,1524.75381,1537.67654,-0.00013500000022759195,-1.1255742262508315e-07,0.0001350000006776736,1524.75407,-0.00028500000007625204,-2.3963506927145283e-07,0.00018000000056545115
2025-09-12T12:54:13Z,19935.0,19935.88888888889,12,1537.67654,1524.7541,1537.67657,-0.000105000000075961,-8.754466195747587e-08,0.00013500000067767355,1524.7541,-0.0002549999999246211,-2.1441032501686952e-07,0.000720000000241962
2025-09-12T12:54:13Z,19936.0,19936.0,13,1537.67669,1524.75423,1537.67657,-0.000105000000075961,-8.754466195747587e-08,5.421010862427522e-20,1524.75423,-0.00012500000002546585,-1.0510310055094663e-07,0.0007699999991514011
2025-09-12T12:54:13Z,19936.0,19936.125,14,1537.67657,1524.75435,1537.67657,-0.000105000000075961,-8.754466195747587e-08,0.0,1524.75427,-8.500000012645614e-05,-7.147010846641079e-08,0.00015999999959603883
2025-09-12T12:54:13Z,19936.0,19936.25,15,1537.6765,1524.75427,1537.67657,-0.000105000000075961,-8.754466195747587e-08,0.0,1524.75427,-8.500000012645614e-05,-7.147010846641079e-08,0.00020000000040454324
2025-09-12T12:54:13Z,19936.0,19936.375,16,1537.67668,1524.75432,1537.67657,-0.000105000000075961,-8.754466195747587e-08,0.0,1524.75432,-3.500000002532033e-05,-2.9428868169559568e-08,0.00020000000040454324
2025-09-12T12:54:13Z,19936.0,19936.5,17,1537.67656,1524.7542,1537.67657,-0.000105000000075961,-8.754466195747587e-08,0.00023999999939405825,1524.75432,-3.500000002532033e-05,-2.9428868169559568e-08,0.0
2025-09-12T12:54:14Z,19936.0,19936.625,18,1537.67663,1524.75459,1537.67663,-4.5000000227446435e-05,-3.75191410014109e-08,0.00023999999939405825,1524.75432,-3.500000002532033e-05,-2.9428868169559568e-08,0.00015999999959603883
2025-09-12T12:54:14Z,19936.0,19936.75,19,1537.67657,1524.75436,1537.67663,-4.5000000227446435e-05,-3.75191410014109e-08,0.00012000000060652383,1524.75436,4.999999873689376e-06,4.204123914976266e-09,0.00015999999959603883
2025-09-12T12:54:14Z,19936.0,19936.875,20,1537.67666,1524.75429,1537.67666,-1.5000000075815478e-05,-1.2506380333803632e-08,0.00012000000060652383,1524.75436,4.999999873689376e-06,4.204123914976266e-09,0.0
2025-09-12T12:54:14Z,19937.0,19937.0,21,1537.6768,1524.75446,1537.67666,-1.5000000075815478e-05,-1.2506380333803632e-08,0.00011111111083291803,1524.75436,4.999999873689376e-06,4.204123914976266e-09,-0.00011111111083291803
2025-09-12T12:54:14Z,19937.0,19937.1,22,1537.67668,1524.75434,1537.67668,4.999999873689376e-06,4.168793318218026e-09,0.0002999999992378434,1524.75434,-1.5000000075815478e-05,-1.2612372127291652e-08,0.0005000000009840733
2025-09-12T12:54:14Z,19937.0,19937.2,23,1537.67657,1524.75449,1537.67672,4.4999999772699084e-05,3.7519140622261345e-08,-1.4551914225479842e-14,1524.75446,0.000105000000075961,8.828660450867871e-08,0.0006000000007348717
2025-09-12T12:54:14Z,19937.0,19937.3,24,1537.67672,1524.75433,1537.67668,4.999999873689376e-06,4.168793318218026e-09,-1.455191761361163e-14,1524.75446,0.000105000000075961,8.828660450867871e-08,0.00014999999961528372
2025-09-12T12:54:14Z,19937.0,19937.4,25,1537.67679,1524.75446,1537.67672,4.4999999772699084e-05,3.7519140622261345e-08,0.000199999999487045,1524.75449,0.00013500000000021828,1.1351134857208058e-07,-1.0913904328890833e-14
2025-09-12T12:54:14Z,19937.0,19937.5,26,1537.67659,1524.75449,1537.67672,4.4999999772699084e-05,3.7519140622261345e-08,0.00025000000050931704,1524.75446,0.000105000000075961,8.828660450867871e-08,0.0
2025-09-12T12:54:14Z,19937.0,19937.6,27,1537.67677,1524.75449,1537.67677,9.49999998738349e-05,7.920707494189027e-08,-0.0002999999992123776,1524.75449,0.00013500000000021828,1.1351134857208058e-07,0.00014999999962619763
2025-09-12T12:54:15Z,19937.0,19937.7,28,1537.67666,1524.75437,1537.67666,-1.5000000075815478e-05,-1.2506380333803632e-08,-0.00025000000047384677,1524.75449,0.00013500000000021828,1.1351134857208058e-07,9.999999975079845e-05
2025-09-12T12:54:15Z,19937.0,19937.8,29,1537.67679,1524.75456,1537.67672,4.4999999772699084e-05,3.7519140622261345e-08,4.999999989358913e-05,1524.75451,0.00015499999994972313,1.303278446143485e-07,0.00035000000024647314
2025-09-12T12:54:15Z,19937.0,19937.9,30,1537.67658,1524.75469,1537.67667,-5.000000101063051e-06,-4.168793507792803e-09,-0.0002499999993588062,1524.75456,0.00020500000005085894,1.7236908491119973e-07,0.00035000000024647303
2025-09-12T12:54:15Z,19938.0,19938.0,31,1537.67672,1524.75451,1537.67667,-5.000000101063051e-06,-4.168793507792803e-09,0.0,1524.75458,0.0002250000000003638,1.8918558095346764e-07,9.999999974897927e-05
2025-09-12T12:54:15Z,19938.0,19938.1,32,1537.67667,1524.75459,1537.67667,-5.000000101063051e-06,-4.168793507792803e-09,0.00024999999935880626,1524.75458,0.0002250000000003638,1.8918558095346764e-07,-0.00035000000023919717
2025-09-12T12:54:15Z,19938.0,19938.2,33,1537.67665,1524.75458,1537.67672,4.4999999772699084e-05,3.7519140622261345e-08,0.000749999999249667,1524.75451,0.00015499999994972313,1.303278446143485e-07,-0.0010499999996316546
2025-09-12T12:54:15Z,19938.0,19938.3,34,1537.67689,1524.75437,1537.67682,0.00014499999974759703,1.2089500907194442e-07,0.0004999999998908605,1524.75437,1.5000000075815478e-05,1.2612372127291652e-08,-0.0006999999993924574
2025-09-12T12:54:15Z,19938.0,19938.4,35,1537.67682,1524.75431,1537.67682,0.00014499999974759703,1.2089500907194442e-07,1.0842021724855044e-19,1524.75437,1.5000000075815478e-05,1.2612372127291652e-08,-0.00030000000038926374
2025-09-12T12:54:15Z,19938.0,19938.5,36,1537.67691,1524.75423,1537.67682,0.00014499999974759703,1.2089500907194442e-07,-4.9999999874489743e-05,1524.75431,-4.500000000007276e-05,-3.783711619069353e-08,-0.0003000000003838068
2025-09-12T12:54:15Z,19938.0,19938.6,37,1537.67679,1524.75439,1537.67681,0.0001349999997728446,1.1255742224593358e-07,-0.00014999999961892176,1524.75431,-4.500000000007276e-05,-3.783711619069353e-08,0.00040000000011095835
2025-09-12T12:54:16Z,19938.0,19938.7,38,1537.67679,1524.75426,1537.67679,0.00011499999982333975,9.588224859391193e-08,-9.999999974352248e-05,1524.75439,3.500000002532033e-05,2.9428868169559568e-08,0.0009000000000018189
2025-09-12T12:54:16Z,19938.0,19938.8,39,1537.67681,1524.75449,1537.67679,0.00011499999982333975,9.588224859391193e-08,9.999999974352248e-05,1524.75449,0.00013500000000021828,1.1351134857208058e-07,0.0004999999998908605
2025-09-12T12:54:16Z,19938.0,19938.9,40,1537.67675,1524.75455,1537.67681,0.0001349999997728446,1.1255742224593358e-07,9.999999974352248e-05,1524.75449,0.00013500000000021828,1.1351134857208058e-07,0.00014999999962619773
2025-09-12T12:54:16Z,19939.0,19939.0,41,1537.67682,1524.75452,1537.67681,0.0001349999997728446,1.1255742224593358e-07,4.9999999874489743e-05,1524.75452,0.00016499999992447556,1.3873609263548247e-07,0.00019999999949795897
