timestamp,time_s,effective_time_s,sample_index,wl_1_nm,wl_2_nm,wl_1_filtered_nm,wl_1_delta_nm,wl_1_strain,wl_1_derivative_nm_per_s,wl_2_filtered_nm,wl_2_delta_nm,wl_2_strain,wl_2_derivative_nm_per_s
2025-09-12T08:19:23Z,3446.0,3446.0,0,1537.86574,1524.75037,1537.86574,0.001485000000002401,1.2379806264820376e-06,0.00018000000159157934,1524.75022,0.00183999999990192,1.5471237023702334e-06,-0.0022500000004542927
2025-09-12T08:19:23Z,3446.0,3446.1111111111113,1,1537.86574,1524.75022,1537.8657600000001,0.0015050000001792796,1.2546537663800665e-06,0.000180000000568766,1524.7499699999998,0.0015899999998509884,1.3369166775376394e-06,-0.0022499999994357155
2025-09-12T08:19:23Z,3446.0,3446.222222222222,2,1537.86578,1524.74972,1537.86578,0.0015250000001287844,1.2713269060885437e-06,8.999999977316129e-05,1524.74972,0.0013400000000274304,1.1267096528962276e-06,-0.005534999999314642
2025-09-12T08:19:23Z,3446.0,3446.3333333333335,3,1537.86591,1524.74867,1537.86578,0.0015250000001287844,1.2713269060885437e-06,-8.673617379884035e-19,1524.74874,0.0003600000000005821,3.026981156977572e-07,-0.004725000000333015
2025-09-12T08:19:23Z,3446.0,3446.4444444444443,4,1537.86587,1524.74874,1537.86578,0.0015250000001287844,1.2713269060885437e-06,-0.0007200000002257545,1524.74867,0.0002899999999499414,2.438401487140417e-07,-0.0003150000002292439
2025-09-12T08:19:23Z,3446.0,3446.5555555555557,5,1537.8656,1524.74851,1537.86562,0.0013650000000779983,1.1379417880416225e-06,-0.0008099999999989158,1524.74867,0.0002899999999499414,2.438401487140417e-07,-0.0002249999994329015
2025-09-12T08:19:24Z,3446.0,3446.6666666666665,6,1537.86562,1524.74862,1537.8656,0.0013450000001284934,1.1212686483331452e-06,-0.0004499999998860372,1524.74862,0.00024000000007617928,2.0179874386223217e-07,-0.00036000000011471897
2025-09-12T08:19:24Z,3446.0,3446.777777777778,7,1537.86548,1524.74873,1537.86552,0.0012650000001031003,1.0545760893096846e-06,-0.00054000000068238,1524.74859,0.00020999999992454832,1.765739007599643e-07,-0.0001350000006818176
2025-09-12T08:19:24Z,3446.0,3446.8888888888887,8,1537.86552,1524.74859,1537.86548,0.001224999999976717,1.0212298097031785e-06,-0.00018000000056950325,1524.74859,0.00020999999992454832,1.765739007599643e-07,-4.499999988621191e-05
2025-09-12T08:19:24Z,3447.0,3447.0,9,1537.86548,1524.74848,1537.86548,0.001224999999976717,1.0212298097031785e-06,-0.0005789473681573299,1524.74858,0.0001999999999497959,1.6816561978960239e-07,-4.26315788395954e-05
2025-09-12T08:19:24Z,3447.0,3447.1,10,1537.86531,1524.74858,1537.86537,0.0011150000000270666,9.295275411170019e-07,-0.0008500000001284667,1524.74858,0.0001999999999497959,1.6816561978960239e-07,-0.0004999999998749444
2025-09-12T08:19:24Z,3447.0,3447.2,11,1537.86537,1524.7484,1537.86531,0.0010549999999511783,8.795081218020186e-07,-0.0004500000000007961,1524.74848,9.999999997489795e-05,8.408280989480119e-08,-0.0004999999998760812
2025-09-12T08:19:24Z,3447.0,3447.3,12,1537.86528,1524.74864,1537.86528,0.001025000000026921,8.544984122393028e-07,-0.0005999999996225604,1524.74848,9.999999997489795e-05,8.408280989480119e-08,0.0
2025-09-12T08:19:24Z,3447.0,3447.4,13,1537.86519,1524.74848,1537.86519,0.0009350000000267755,7.794692833616035e-07,-0.0010499999996236966,1524.74848,9.999999997489795e-05,8.408280989480119e-08,4.999999987380767e-05
2025-09-12T08:19:24Z,3447.0,3447.5,14,1537.86507,1524.74848,1537.86507,0.0008150000001023727,6.794304449211884e-07,-0.0012000000003819875,1524.74849,0.00010999999994965037,9.249109086516309e-08,0.0
2025-09-12T08:19:24Z,3447.0,3447.6,15,1537.86495,1524.7485,1537.86495,0.0006949999999505962,5.793916062912216e-07,-0.0008000000002546586,1524.74848,9.999999997489795e-05,8.408280989480119e-08,-4.999999987380767e-05
2025-09-12T08:19:25Z,3447.0,3447.7,16,1537.8649,1524.74849,1537.86491,0.0006550000000515865,5.460453268742671e-07,-0.000249999999369152,1524.74848,9.999999997489795e-05,8.408280989480119e-08,0.0
2025-09-12T08:19:25Z,3447.0,3447.8,17,1537.86491,1524.74842,1537.8649,0.0006450000000768341,5.377087570200285e-07,-0.0004000000001277838,1524.74848,9.999999997489795e-05,8.408280989480119e-08,-0.00030000000038039615
2025-09-12T08:19:25Z,3447.0,3447.9,18,1537.8647,1524.74848,1537.86483,0.0005750000000261934,4.793527678508065e-07,-0.0009999999997498889,1524.74842,3.999999989900971e-05,3.363312388144761e-08,-0.0004999999998749444
2025-09-12T08:19:25Z,3448.0,3448.0,19,1537.86483,1524.74837,1537.8647,0.0004450000001270382,3.7097735955615273e-07,-0.0008500000001284659,1524.74838,0.0,0.0,-0.00019999999949523044
2025-09-12T08:19:25Z,3448.0,3448.1,20,1537.86466,1524.74825,1537.86466,0.00040500000000065484,3.3763107994964663e-07,-0.0007500000003808507,1524.74838,0.0,0.0,0.0
2025-09-12T08:19:25Z,3448.0,3448.2,21,1537.86455,1524.74838,1537.86455,0.00029500000005100446,2.459288113634701e-07,-0.001499999999619604,1524.74838,0.0,0.0,0.0
2025-09-12T08:19:25Z,3448.0,3448.3,22,1537.86436,1524.74847,1537.86436,0.000105000000075961,8.753398375383301e-08,-0.001549999999493525,1524.74838,0.0,0.0,0.0
2025-09-12T08:19:25Z,3448.0,3448.4,23,1537.86424,1524.74842,1537.86424,-1.4999999848441803e-05,-1.2504854686582107e-08,-0.0007000000005070433,1524.74838,0.0,0.0,-0.00014999999962142283
2025-09-12T08:19:25Z,3448.0,3448.5,24,1537.86422,1524.74835,1537.86422,-3.500000002532033e-05,-2.9177994584611003e-08,-0.0006500000006332357,1524.74835,-2.999999992425728e-05,-2.5224842911085706e-08,-0.0004999999998749444
2025-09-12T08:19:25Z,3448.0,3448.6,25,1537.86409,1524.74827,1537.86411,-0.0001449999999749707,-1.208802631707875e-07,-0.0006499999994963674,1524.74828,-9.999999997489795e-05,-8.408280989480119e-08,-0.00035000000025352165
2025-09-12T08:19:26Z,3448.0,3448.7,26,1537.86408,1524.74819,1537.86409,-0.00016499999992447556,-1.3755340287926474e-07,-0.00014999999962130917,1524.74828,-9.999999997489795e-05,-8.408280989480119e-08,-4.999999987346658e-05
2025-09-12T08:19:26Z,3448.0,3448.8,27,1537.86411,1524.74828,1537.86408,-0.000174999999899228,-1.4588997273350337e-07,-0.0009499999998777867,1524.74827,-0.00010999999994965037,-9.249109086516309e-08,-0.00040000000012778403
