channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,93,93,2025-09-09T12:57:39Z,145.0,145.2,1556.9149,2.7891299999998864,2.7570800000000872,2,0.2,0.1
1,1,180,180,2025-09-09T12:57:48Z,154.0,154.125,1556.95105,2.8252799999997933,2.7841799999998784,2,0.2,0.1
1,2,254,254,2025-09-09T12:57:56Z,163.0,163.0,1556.96639,2.8406199999999444,2.784520000000157,2,0.2,0.1
1,3,338,338,2025-09-09T12:58:06Z,172.0,172.2,1556.97888,2.8531099999997878,2.793429999999944,2,0.2,0.1
1,4,426,426,2025-09-09T12:58:15Z,181.0,181.2,1556.98556,2.8597899999999754,2.7975900000001275,2,0.2,0.1
1,5,502,502,2025-09-09T12:58:24Z,190.0,190.2,1556.99098,2.8652099999999336,2.801179999999931,2,0.2,0.1
1,6,591,591,2025-09-09T12:58:33Z,199.0,199.2,1556.99438,2.8686099999999897,2.803319999999985,2,0.2,0.1
1,7,669,669,2025-09-09T12:58:42Z,208.0,208.125,1556.99643,2.870659999999816,2.8048899999998866,2,0.2,0.1
1,8,749,749,2025-09-09T12:58:51Z,217.0,217.22222222222223,1556.99769,2.871919999999818,2.8048899999998866,2,0.2,0.1
1,9,834,834,2025-09-09T12:59:00Z,226.0,226.2,1557.00103,2.8752599999997983,2.841859999999997,2,0.2,0.1
1,10,1041,1041,2025-09-09T12:59:22Z,248.0,248.125,1557.35879,3.2330199999998968,3.172890000000052,2,0.2,0.1
1,11,1114,1114,2025-09-09T12:59:31Z,257.0,257.0,1557.38979,3.264019999999846,3.1988699999999426,2,0.2,0.1
1,12,1196,1196,2025-09-09T12:59:40Z,266.0,266.2,1557.40024,3.2744699999998375,3.206029999999828,2,0.2,0.1
1,13,1281,1281,2025-09-09T12:59:49Z,275.0,275.2,1557.40772,3.2819499999998243,3.2113299999998617,2,0.2,0.1
1,14,1368,1368,2025-09-09T12:59:58Z,284.0,284.1,1557.40932,3.2835499999998774,3.211180000000013,2,0.2,0.1
1,15,1446,1446,2025-09-09T13:00:07Z,293.0,293.2,1557.41354,3.2877699999999095,3.2137500000001182,2,0.2,0.1
1,16,1526,1526,2025-09-09T13:00:16Z,302.0,302.1,1557.41449,3.2887199999997847,3.213049999999839,2,0.2,0.1
1,17,1601,1601,2025-09-09T13:00:25Z,311.0,311.1111111111111,1557.41653,3.290759999999864,3.2146499999998923,2,0.2,0.1
1,18,1683,1683,2025-09-09T13:00:34Z,320.0,320.2,1557.41858,3.2928099999999176,3.21559000000002,2,0.2,0.1
1,19,1769,1769,2025-09-09T13:00:43Z,329.0,329.1,1557.42083,3.2950599999999213,3.238749999999982,2,0.2,0.1
1,20,1968,1968,2025-09-09T13:01:03Z,349.0,349.22222222222223,1557.90376,3.777989999999818,3.703219999999874,2,0.2,0.1
1,21,2045,2045,2025-09-09T13:01:12Z,358.0,358.2,1557.91582,3.7900499999998374,3.7098799999998846,2,0.2,0.1
1,22,2122,2122,2025-09-09T13:01:20Z,367.0,367.0,1557.92064,3.7948699999999462,3.7112099999999373,2,0.2,0.1
1,23,2201,2201,2025-09-09T13:01:30Z,376.0,376.1111111111111,1557.92625,3.8004799999998795,3.714519999999993,2,0.2,0.1
1,24,2287,2287,2025-09-09T13:01:39Z,385.0,385.1,1557.93325,3.8074799999999414,3.719150000000127,2,0.2,0.1
1,25,2376,2376,2025-09-09T13:01:48Z,394.0,394.1,1557.94179,3.8160199999999804,3.7267900000001646,2,0.2,0.1
1,26,2460,2460,2025-09-09T13:01:57Z,403.0,403.125,1557.94198,3.8162099999999555,3.725059999999985,2,0.2,0.1
1,27,2539,2539,2025-09-09T13:02:06Z,412.0,412.22222222222223,1557.95332,3.827549999999974,3.7351900000001024,2,0.2,0.1
1,28,2618,2618,2025-09-09T13:02:15Z,421.0,421.1111111111111,1557.95523,3.8294599999999264,3.76549,2,0.2,0.1
1,29,2705,2705,2025-09-09T13:02:23Z,430.0,430.0,1557.94935,3.8235799999999927,3.730470000000196,2,0.2,0.1
1,30,2951,2951,2025-09-09T13:02:49Z,456.0,456.0,1558.35788,4.2321099999999205,4.145279999999957,2,0.2,0.1
1,31,3033,3033,2025-09-09T13:02:59Z,465.0,465.0,1558.4144,4.288629999999785,4.195819999999912,2,0.2,0.1
1,32,3120,3120,2025-09-09T13:03:08Z,474.0,474.2,1558.44026,4.314489999999978,4.216610000000173,2,0.2,0.1
1,33,3209,3209,2025-09-09T13:03:17Z,483.0,483.1,1558.44596,4.320189999999911,4.2187300000000505,2,0.2,0.1
1,34,3300,3300,2025-09-09T13:03:26Z,492.0,492.2,1558.46418,4.33840999999984,4.233459999999923,2,0.2,0.1
