channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,193,193,2025-09-11T09:06:23Z,4176.0,4176.1,1560.96465,1.5601050000000214,1.5376199999998335,2,0.2,0.1
1,1,282,282,2025-09-11T09:06:32Z,4185.0,4185.0,1560.9861,1.5815550000002077,1.5521300000000338,2,0.2,0.1
1,2,358,358,2025-09-11T09:06:41Z,4194.0,4194.125,1560.99242,1.5878750000001673,1.5535500000000866,2,0.2,0.1
1,3,442,442,2025-09-11T09:06:50Z,4203.0,4203.1,1560.9975,1.5929550000000745,1.5555799999999635,2,0.2,0.1
1,4,529,529,2025-09-11T09:06:58Z,4212.0,4212.0,1560.9993,1.5947550000000774,1.5555899999999383,2,0.2,0.1
1,5,620,620,2025-09-11T09:07:08Z,4221.0,4221.1,1560.99938,1.5948350000001028,1.5535800000000108,2,0.2,0.1
1,6,704,704,2025-09-11T09:07:17Z,4230.0,4230.111111111111,1561.00034,1.5957950000001802,1.5535999999999603,2,0.2,0.1
1,7,787,787,2025-09-11T09:07:25Z,4239.0,4239.0,1561.00044,1.595895000000155,1.5532000000000608,2,0.2,0.1
1,8,876,876,2025-09-11T09:07:35Z,4248.0,4248.111111111111,1561.00116,1.5966150000001562,1.5741199999999935,2,0.2,0.1
1,9,964,964,2025-09-11T09:07:44Z,4257.0,4257.1,1561.001,1.5964550000001054,1.5524000000000342,2,0.2,0.1
1,10,1176,1176,2025-09-11T09:08:07Z,4280.0,4280.111111111111,1561.19367,1.78912500000024,1.750110000000177,2,0.2,0.1
1,11,1256,1256,2025-09-11T09:08:15Z,4289.0,4289.0,1561.20077,1.7962250000000495,1.7533099999998285,2,0.2,0.1
1,12,1346,1346,2025-09-11T09:08:25Z,4298.0,4298.1,1561.20365,1.7991050000000541,1.7530799999999545,2,0.2,0.1
1,13,1436,1436,2025-09-11T09:08:34Z,4307.0,4307.1,1561.20489,1.8003450000001067,1.7732599999999366,2,0.2,0.1
1,14,1525,1525,2025-09-11T09:08:42Z,4316.0,4316.0,1561.2036,1.7990550000001804,1.7502200000001267,2,0.2,0.1
1,15,1602,1602,2025-09-11T09:08:52Z,4325.0,4325.1,1561.20305,1.7985050000002047,1.7483899999999721,2,0.2,0.1
1,16,1683,1683,2025-09-11T09:09:00Z,4333.0,4333.888888888889,1561.19869,1.7941450000000714,1.743289999999888,2,0.2,0.1
1,17,1773,1773,2025-09-11T09:09:09Z,4343.0,4343.0,1561.2028,1.7982550000001538,1.747190000000046,2,0.2,0.1
1,18,1864,1864,2025-09-11T09:09:19Z,4352.0,4352.1,1561.20409,1.79954500000008,1.7520500000000538,2,0.2,0.1
1,19,1947,1947,2025-09-11T09:09:27Z,4361.0,4361.0,1561.19985,1.7953050000000985,1.7432200000000648,2,0.2,0.1
1,20,2170,2170,2025-09-11T09:09:52Z,4385.0,4385.1,1561.39605,1.9915050000001884,1.9468100000001414,2,0.2,0.1
1,21,2259,2259,2025-09-11T09:10:00Z,4394.0,4394.0,1561.40307,1.9985250000001997,1.9484999999999673,2,0.2,0.1
1,22,2342,2342,2025-09-11T09:10:10Z,4403.0,4403.1,1561.41048,2.005935000000136,1.9800299999999424,2,0.2,0.1
1,23,2432,2432,2025-09-11T09:10:19Z,4412.0,4412.1,1561.40863,2.004085000000032,1.949869999999919,2,0.2,0.1
1,24,2522,2522,2025-09-11T09:10:28Z,4421.0,4421.1,1561.41008,2.0055350000002363,1.9530100000001767,2,0.2,0.1
1,25,2612,2612,2025-09-11T09:10:37Z,4430.0,4430.1,1561.40695,2.0024050000001807,1.9468600000000151,2,0.2,0.1
1,26,2702,2702,2025-09-11T09:10:46Z,4439.0,4439.1,1561.40791,2.0033650000000307,1.948989999999867,2,0.2,0.1
1,27,2770,2770,2025-09-11T09:10:54Z,4447.0,4447.857142857143,1561.40279,1.9982450000002245,1.9411600000000817,2,0.2,0.1
1,28,2859,2859,2025-09-11T09:11:04Z,4457.0,4457.1,1561.40535,2.0008050000001276,1.944880000000012,2,0.2,0.1
1,29,2949,2949,2025-09-11T09:11:13Z,4466.0,4466.1,1561.40617,2.0016250000001037,1.9458700000000135,2,0.2,0.1
1,30,3204,3204,2025-09-11T09:11:40Z,4493.0,4493.1,1561.59925,2.1947050000001127,2.1493000000000393,2,0.2,0.1
1,31,3294,3294,2025-09-11T09:11:49Z,4502.0,4502.1,1561.61167,2.207125000000133,2.1558399999998983,2,0.2,0.1
1,32,3384,3384,2025-09-11T09:11:58Z,4511.0,4511.1,1561.61246,2.2079150000001846,2.1536499999999705,2,0.2,0.1
1,33,3473,3473,2025-09-11T09:12:06Z,4520.0,4520.0,1561.61236,2.2078150000002097,2.152050000000145,2,0.2,0.1
1,34,3550,3550,2025-09-11T09:12:16Z,4529.0,4529.1,1561.6125,2.2079550000000836,2.1513199999999415,2,0.2,0.1
1,35,3640,3640,2025-09-11T09:12:25Z,4538.0,4538.1,1561.61554,2.210995000000139,2.181919999999991,2,0.2,0.1
1,36,3729,3729,2025-09-11T09:12:33Z,4547.0,4547.0,1561.61334,2.2087950000002365,2.150780000000168,2,0.2,0.1
1,37,3820,3820,2025-09-11T09:12:43Z,4556.0,4556.1,1561.61247,2.2079250000001593,2.149210000000039,2,0.2,0.1
