channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,115,115,2025-08-12T09:29:49Z,8750.0,8750.666666666666,1558.4345,3.4360800000001746,3.4292700000000877,2,0.2,0.1
1,1,244,244,2025-08-12T09:30:02Z,8763.0,8763.7,1558.45123,3.4528099999999995,3.4340799999999945,2,0.2,0.1
1,2,343,343,2025-08-12T09:30:12Z,8773.0,8773.555555555555,1558.46111,3.462690000000066,3.4476099999999406,2,0.2,0.1
1,3,466,466,2025-08-12T09:30:27Z,8788.0,8788.57142857143,1558.46153,3.4631100000001425,3.4391800000000785,2,0.2,0.1
1,4,555,555,2025-08-12T09:30:36Z,8798.0,8798.5,1558.47265,3.474230000000034,3.4549899999999525,2,0.2,0.1
1,5,707,707,2025-08-12T09:30:52Z,8813.0,8813.666666666666,1558.48075,3.482330000000047,3.455159999999978,2,0.2,0.1
1,6,806,806,2025-08-12T09:31:02Z,8823.0,8823.545454545454,1558.47592,3.477500000000191,3.449790000000121,2,0.2,0.1
1,7,893,893,2025-08-12T09:31:11Z,8833.0,8833.375,1558.4769,3.4784799999999905,3.448109999999815,2,0.2,0.1
1,8,985,985,2025-08-12T09:31:22Z,8843.0,8843.444444444445,1558.48302,3.4846000000000004,3.4551899999999023,2,0.2,0.1
1,9,1098,1098,2025-08-12T09:31:34Z,8855.0,8855.6,1558.48841,3.4899900000000343,3.477149999999938,2,0.2,0.1
1,10,1479,1479,2025-08-12T09:32:14Z,8895.0,8895.7,1558.73887,3.74045000000001,3.716609999999946,2,0.2,0.1
1,11,1604,1604,2025-08-12T09:32:27Z,8908.0,8908.545454545454,1558.74199,3.7435700000000907,3.723989999999958,2,0.2,0.1
1,12,1730,1730,2025-08-12T09:32:40Z,8921.0,8921.5,1558.73964,3.741220000000112,3.7157700000000204,2,0.2,0.1
1,13,2000,2000,2025-08-12T09:33:09Z,8950.0,8950.7,1558.74599,3.747569999999996,3.7283199999999397,2,0.2,0.1
1,14,2202,2202,2025-08-12T09:33:30Z,8971.0,8971.555555555555,1558.73623,3.7378100000000813,3.7109599999998863,2,0.2,0.1
1,15,2306,2306,2025-08-12T09:33:42Z,8983.0,8983.625,1558.75374,3.7553200000002107,3.7274300000001404,2,0.2,0.1
1,16,2444,2444,2025-08-12T09:33:56Z,8997.0,8997.545454545454,1558.75183,3.7534100000000308,3.7138299999999163,2,0.2,0.1
1,17,2530,2530,2025-08-12T09:34:05Z,9006.0,9006.444444444445,1558.76139,3.7629699999999957,3.73212999999987,2,0.2,0.1
1,18,2661,2661,2025-08-12T09:34:19Z,9020.0,9020.666666666666,1558.7594,3.7609800000000178,3.7258499999998094,2,0.2,0.1
1,19,2766,2766,2025-08-12T09:34:30Z,9031.0,9031.6,1558.76608,3.7676600000002054,3.746939999999995,2,0.2,0.1
1,20,3132,3132,2025-08-12T09:35:09Z,9070.0,9070.5,1559.03667,4.038250000000062,4.003559999999879,2,0.2,0.1
1,21,3231,3231,2025-08-12T09:35:19Z,9080.0,9080.545454545454,1559.05073,4.052310000000034,4.019459999999981,2,0.2,0.1
