channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,531,531,2025-09-12T07:25:35Z,218.0,218.125,1538.40081,0.7439100000001417,0.7341200000000754,2,0.2,0.1
1,1,603,603,2025-09-12T07:25:44Z,227.0,227.125,1538.41188,0.7549800000001596,0.741950000000088,2,0.2,0.1
1,2,684,684,2025-09-12T07:25:53Z,236.0,236.0,1538.41683,0.7599299999999403,0.7452099999998154,2,0.2,0.1
1,3,775,775,2025-09-12T07:26:02Z,245.0,245.2,1538.42083,0.763930000000073,0.7474300000001222,2,0.2,0.1
1,4,865,865,2025-09-12T07:26:11Z,254.0,254.2,1538.42168,0.7647799999999734,0.7472999999999956,2,0.2,0.1
1,5,954,954,2025-09-12T07:26:20Z,263.0,263.1,1538.42222,0.7653199999999742,0.7468999999998687,2,0.2,0.1
1,6,1041,1041,2025-09-12T07:26:29Z,272.0,272.25,1538.42376,0.7668599999999515,0.7471099999997932,2,0.2,0.1
1,7,1115,1115,2025-09-12T07:26:38Z,281.0,281.1111111111111,1538.42546,0.7685599999999795,0.7479399999999714,2,0.2,0.1
1,8,1202,1202,2025-09-12T07:26:47Z,290.0,290.1,1538.42712,0.7702200000001085,0.7490000000000236,2,0.2,0.1
1,9,1293,1293,2025-09-12T07:26:56Z,299.0,299.2,1538.42878,0.7718800000000101,0.7595400000000154,2,0.2,0.1
1,10,1422,1422,2025-09-12T07:27:09Z,312.0,312.1,1538.53198,0.8750800000000254,0.8552500000000691,2,0.2,0.1
1,11,1508,1508,2025-09-12T07:27:18Z,321.0,321.14285714285717,1538.53305,0.8761500000000524,0.8543799999999919,2,0.2,0.1
1,12,1582,1582,2025-09-12T07:27:27Z,330.0,330.0,1538.53393,0.8770300000001043,0.8542099999999664,2,0.2,0.1
1,13,1667,1667,2025-09-12T07:27:36Z,339.0,339.1111111111111,1538.53658,0.8796800000000076,0.8561999999999443,2,0.2,0.1
1,14,1757,1757,2025-09-12T07:27:45Z,348.0,348.2,1538.53834,0.8814400000001115,0.8568099999999959,2,0.2,0.1
1,15,1846,1846,2025-09-12T07:27:54Z,357.0,357.1,1538.53971,0.8828100000000632,0.8573300000000472,2,0.2,0.1
1,16,1936,1936,2025-09-12T07:28:03Z,366.0,366.125,1538.54137,0.8844699999999648,0.858639999999923,2,0.2,0.1
1,17,2008,2008,2025-09-12T07:28:12Z,375.0,375.1111111111111,1538.54185,0.8849500000001171,0.8582599999999729,2,0.2,0.1
1,18,2091,2091,2025-09-12T07:28:21Z,384.0,384.0,1538.5427,0.8858000000000175,0.8582300000000487,2,0.2,0.1
1,19,2178,2178,2025-09-12T07:28:30Z,393.0,393.1,1538.54595,0.8890499999999975,0.8688899999999649,2,0.2,0.1
1,20,2428,2428,2025-09-12T07:28:55Z,418.0,418.1,1538.6524,0.9954999999999927,0.9693399999998746,2,0.2,0.1
1,21,2511,2511,2025-09-12T07:29:04Z,427.0,427.0,1538.65898,1.002079999999978,0.9737499999998818,2,0.2,0.1
1,22,2587,2587,2025-09-12T07:29:13Z,436.0,436.1111111111111,1538.66274,1.0058400000000347,0.9762000000000626,2,0.2,0.1
1,23,2673,2673,2025-09-12T07:29:22Z,445.0,445.1,1538.66933,1.0124299999999948,0.9815599999999449,2,0.2,0.1
1,24,2762,2762,2025-09-12T07:29:31Z,454.0,454.1,1538.67517,1.0182700000000295,0.9864000000000033,2,0.2,0.1
1,25,2852,2852,2025-09-12T07:29:40Z,463.0,463.1,1538.67896,1.0220600000000104,0.9894099999999071,2,0.2,0.1
1,26,2932,2932,2025-09-12T07:29:49Z,472.0,472.1,1538.68391,1.0270100000000184,0.9935800000000654,2,0.2,0.1
1,27,3023,3023,2025-09-12T07:29:58Z,481.0,481.2,1538.6891,1.0322000000001026,0.9978000000000975,2,0.2,0.1
1,28,3112,3112,2025-09-12T07:30:07Z,490.0,490.1,1538.69002,1.0331200000000536,0.9983899999999721,2,0.2,0.1
1,29,3202,3202,2025-09-12T07:30:16Z,499.0,499.1,1538.69345,1.0365500000000338,1.0105599999999413,2,0.2,0.1
1,30,3437,3437,2025-09-12T07:30:41Z,524.0,524.1,1538.81111,1.1542100000001483,1.1210900000000947,2,0.2,0.1
1,31,3515,3515,2025-09-12T07:30:50Z,533.0,533.1,1538.81943,1.1625300000000607,1.1268700000000536,2,0.2,0.1
1,32,3591,3591,2025-09-12T07:30:59Z,542.0,542.1,1538.82508,1.1681800000001203,1.1314099999999598,2,0.2,0.1
1,33,3673,3673,2025-09-12T07:31:08Z,551.0,551.1,1538.82797,1.1710700000000998,1.1327699999999368,2,0.2,0.1
1,34,3763,3763,2025-09-12T07:31:17Z,560.0,560.1,1538.83391,1.1770100000001094,1.1376600000000963,2,0.2,0.1
1,35,3846,3846,2025-09-12T07:31:26Z,569.0,569.1,1538.84028,1.1833799999999428,1.142849999999953,2,0.2,0.1
1,36,3925,3925,2025-09-12T07:31:35Z,578.0,578.0,1538.84263,1.1857300000001487,1.1446300000000065,2,0.2,0.1
1,37,4006,4006,2025-09-12T07:31:44Z,587.0,587.1,1538.84914,1.1922400000000835,1.150570000000016,2,0.2,0.1
1,38,4096,4096,2025-09-12T07:31:53Z,596.0,596.1,1538.85482,1.1979200000000674,1.1552599999999984,2,0.2,0.1
1,39,4186,4186,2025-09-12T07:32:02Z,605.0,605.1,1538.86594,1.209039999999959,1.1774199999999837,2,0.2,0.1
1,40,4449,4449,2025-09-12T07:32:30Z,633.0,633.1,1538.99912,1.3422199999999975,1.3019999999999072,2,0.2,0.1
1,41,4537,4537,2025-09-12T07:32:39Z,642.0,642.1,1539.03144,1.3745400000000245,1.331230000000005,2,0.2,0.1
1,42,4628,4628,2025-09-12T07:32:48Z,651.0,651.2,1539.05744,1.4005400000000918,1.3543899999999667,2,0.2,0.1
