channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,111,111,2025-09-11T08:35:16Z,2310.0,2310.0,1562.11081,2.705024999999978,2.6709099999998216,3,0.2,0.1
1,1,210,210,2025-09-11T08:35:27Z,2320.0,2320.1,1562.1269,2.7211150000000544,2.675520000000006,3,0.2,0.1
1,2,310,310,2025-09-11T08:35:37Z,2330.0,2330.1,1562.13867,2.732885000000124,2.6799700000001394,3,0.2,0.1
1,3,410,410,2025-09-11T08:35:47Z,2340.0,2340.1,1562.11595,2.7101650000001882,2.6527500000001965,3,0.2,0.1
1,4,500,500,2025-09-11T08:35:57Z,2350.0,2350.25,1562.141,2.735215000000153,2.6741400000000795,3,0.2,0.1
1,5,591,591,2025-09-11T08:36:07Z,2360.0,2360.2,1562.14437,2.7385850000000573,2.6754799999998795,3,0.2,0.1
1,6,688,688,2025-09-11T08:36:17Z,2370.0,2370.1,1562.14497,2.739185000000134,2.674070000000029,3,0.2,0.1
1,7,786,786,2025-09-11T08:36:27Z,2380.0,2380.1,1562.14943,2.743645000000015,2.6766999999999825,3,0.2,0.1
1,8,885,885,2025-09-11T08:36:37Z,2390.0,2390.0,1562.14869,2.7429050000000643,2.6742300000000796,3,0.2,0.1
1,9,974,974,2025-09-11T08:36:47Z,2400.0,2400.1,1562.15322,2.747434999999996,2.715009999999893,3,0.2,0.1
1,10,1197,1197,2025-09-11T08:37:11Z,2424.0,2424.1,1562.43503,3.0292450000001736,2.969300000000203,3,0.2,0.1
1,11,1297,1297,2025-09-11T08:37:21Z,2434.0,2434.1,1562.46886,3.063075000000026,2.995490000000018,3,0.2,0.1
1,12,1385,1385,2025-09-11T08:37:30Z,2444.0,2444.0,1562.47462,3.0688350000000355,2.998019999999997,3,0.2,0.1
1,13,1474,1474,2025-09-11T08:37:41Z,2454.0,2454.1111111111113,1562.47659,3.070805000000064,2.997090000000071,3,0.2,0.1
1,14,1572,1572,2025-09-11T08:37:51Z,2464.0,2464.1111111111113,1562.48458,3.0787950000001274,3.002709999999979,3,0.2,0.1
1,15,1669,1669,2025-09-11T08:38:01Z,2474.0,2474.1,1562.49385,3.0880650000001424,3.0109200000001692,3,0.2,0.1
1,16,1767,1767,2025-09-11T08:38:11Z,2484.0,2484.0,1562.49278,3.0869950000001154,3.0078300000000127,3,0.2,0.1
1,17,1853,1853,2025-09-11T08:38:21Z,2494.0,2494.1,1562.50108,3.0952950000000783,3.015079999999898,3,0.2,0.1
1,18,1943,1943,2025-09-11T08:38:31Z,2504.0,2504.1,1562.50116,3.0953750000001037,3.0572799999999916,3,0.2,0.1
