channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,109,109,2025-08-12T07:34:48Z,1850.0,1850.5555555555557,1555.91486,0.9598450000000867,0.9583800000000338,2,0.2,0.1
1,1,208,208,2025-08-12T07:34:58Z,1860.0,1860.4,1555.91368,0.95866500000011,0.9569500000000062,2,0.2,0.1
1,2,329,329,2025-08-12T07:35:11Z,1872.0,1872.6,1555.91609,0.9610749999999371,0.9585700000000088,2,0.2,0.1
1,3,425,425,2025-08-12T07:35:21Z,1882.0,1882.5,1555.91842,0.9634049999999661,0.9620199999999386,2,0.2,0.1
1,4,532,532,2025-08-12T07:35:33Z,1894.0,1894.6666666666667,1555.91734,0.9623249999999643,0.9598899999998594,2,0.2,0.1
1,5,733,733,2025-08-12T07:35:54Z,1915.0,1915.7,1555.91748,0.9624650000000656,0.959630000000061,2,0.2,0.1
1,6,841,841,2025-08-12T07:36:04Z,1926.0,1926.4444444444443,1555.91859,0.9635749999999916,0.9592800000000352,2,0.2,0.1
1,7,951,951,2025-08-12T07:36:16Z,1937.0,1937.625,1555.91964,0.9646250000000691,0.9600100000000111,2,0.2,0.1
1,8,1035,1035,2025-08-12T07:36:25Z,1947.0,1947.4545454545455,1555.92077,0.9657549999999446,0.965349999999944,2,0.2,0.1
1,9,1137,1137,2025-08-12T07:36:36Z,1958.0,1958.3333333333333,1555.91606,0.9610450000000128,0.9557400000001053,2,0.2,0.1
1,10,1348,1348,2025-08-12T07:36:58Z,1979.0,1979.6666666666667,1556.00316,1.0481449999999768,1.0430099999998674,2,0.2,0.1
1,11,1437,1437,2025-08-12T07:37:08Z,1989.0,1989.6363636363637,1556.00549,1.0504750000000058,1.046479999999974,2,0.2,0.1
1,12,1604,1604,2025-08-12T07:37:25Z,2007.0,2007.4444444444443,1556.00749,1.0524749999999585,1.0503999999998541,2,0.2,0.1
