channel,peak_order,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence,distance_samples,distance_seconds,prominence_threshold
1,0,168,168,2025-08-27T09:27:00Z,5907.0,5907.0,1545.66946,7.273339999999962,7.160210000000006,2,0.2,0.1
1,1,345,345,2025-08-27T09:27:20Z,5927.0,5927.0,1545.86103,7.464909999999918,7.337330000000065,2,0.2,0.1
1,2,622,622,2025-08-27T09:27:49Z,5955.0,5955.1,1545.85139,7.455269999999928,7.2974799999999505,2,0.2,0.1
1,3,719,719,2025-08-27T09:27:59Z,5966.0,5966.0,1545.88067,7.484549999999899,7.319189999999935,2,0.2,0.1
1,4,833,833,2025-08-27T09:28:12Z,5978.0,5978.2,1545.85963,7.463509999999815,7.294669999999996,2,0.2,0.1
1,5,942,942,2025-08-27T09:28:23Z,5989.0,5989.1,1545.77452,7.378399999999829,7.202779999999848,2,0.2,0.1
1,6,1053,1053,2025-08-27T09:28:34Z,6000.0,6000.2,1545.75887,7.362749999999778,7.182119999999941,2,0.2,0.1
1,7,1163,1163,2025-08-27T09:28:45Z,6011.0,6011.2,1545.7104,7.314279999999826,7.129279999999881,2,0.2,0.1
1,8,1259,1259,2025-08-27T09:28:56Z,6022.0,6022.142857142857,1545.66853,7.272409999999809,7.083480000000009,2,0.2,0.1
1,9,1358,1358,2025-08-27T09:29:07Z,6033.0,6033.1,1545.65633,7.2602099999999155,7.068739999999934,2,0.2,0.1
1,10,1633,1633,2025-08-27T09:29:34Z,6061.0,6061.0,1546.64095,8.244829999999865,8.046699999999873,2,0.2,0.1
1,11,1721,1721,2025-08-27T09:29:45Z,6071.0,6071.1,1546.70706,8.310939999999846,8.10015999999996,2,0.2,0.1
1,12,1817,1817,2025-08-27T09:29:55Z,6081.0,6081.1,1546.72834,8.33221999999978,8.116039999999884,2,0.2,0.1
1,13,1916,1916,2025-08-27T09:30:05Z,6091.0,6091.1,1546.73782,8.341699999999946,8.13370000000009,2,0.2,0.1
1,14,2014,2014,2025-08-27T09:30:14Z,6101.0,6101.0,1546.72584,8.329719999999952,8.11171000000013,2,0.2,0.1
1,15,2102,2102,2025-08-27T09:30:24Z,6110.0,6110.875,1546.64771,8.251589999999851,8.042339999999967,2,0.2,0.1
1,16,2192,2192,2025-08-27T09:30:35Z,6121.0,6121.111111111111,1546.73854,8.342419999999947,8.15307000000007,2,0.2,0.1
1,17,2288,2288,2025-08-27T09:30:45Z,6131.0,6131.1,1546.68001,8.283889999999928,8.069870000000037,2,0.2,0.1
1,18,2388,2388,2025-08-27T09:30:55Z,6141.0,6141.1,1546.64421,8.24808999999982,8.032619999999952,2,0.2,0.1
1,19,2488,2488,2025-08-27T09:31:05Z,6151.0,6151.1,1546.60247,8.20634999999993,7.990320000000111,2,0.2,0.1
1,20,2704,2704,2025-08-27T09:31:29Z,6175.0,6175.1,1546.80358,8.407459999999901,8.195040000000063,2,0.2,0.1
1,21,2804,2804,2025-08-27T09:31:39Z,6185.0,6185.1,1546.81032,8.414199999999937,8.195979999999963,2,0.2,0.1
1,22,2903,2903,2025-08-27T09:31:48Z,6195.0,6195.0,1546.81376,8.417639999999892,8.19638000000009,2,0.2,0.1
1,23,2994,2994,2025-08-27T09:31:58Z,6204.0,6204.857142857143,1546.81041,8.414289999999937,8.189570000000003,2,0.2,0.1
1,24,3080,3080,2025-08-27T09:32:08Z,6215.0,6215.0,1546.82373,8.427609999999959,8.200430000000097,2,0.2,0.1
1,25,3179,3179,2025-08-27T09:32:19Z,6225.0,6225.1,1546.8305,8.43437999999992,8.204240000000027,2,0.2,0.1
1,26,3279,3279,2025-08-27T09:32:29Z,6235.0,6235.1,1546.82954,8.433419999999842,8.201710000000048,2,0.2,0.1
1,27,3375,3375,2025-08-27T09:32:38Z,6245.0,6245.0,1546.83686,8.440739999999778,8.20755999999983,2,0.2,0.1
1,28,3461,3461,2025-08-27T09:32:49Z,6255.0,6255.1,1546.84049,8.444369999999935,8.208630000000085,2,0.2,0.1
1,29,3556,3556,2025-08-27T09:32:58Z,6265.0,6265.0,1546.84504,8.448919999999816,8.238689999999906,2,0.2,0.1
1,30,3776,3776,2025-08-27T09:33:20Z,6287.0,6287.0,1546.85501,8.458889999999883,8.22736000000009,2,0.2,0.1
1,31,3864,3864,2025-08-27T09:33:30Z,6296.0,6296.857142857143,1546.82871,8.432589999999891,8.197750000000042,2,0.2,0.1
1,32,3947,3947,2025-08-27T09:33:40Z,6307.0,6307.0,1546.82055,8.424429999999802,8.186189999999897,2,0.2,0.1
1,33,4043,4043,2025-08-27T09:33:50Z,6316.0,6316.9,1546.82068,8.424559999999929,8.184040000000095,2,0.2,0.1
1,34,4144,4144,2025-08-27T09:34:01Z,6327.0,6327.1,1546.82427,8.42814999999996,8.185799999999972,2,0.2,0.1
1,35,4243,4243,2025-08-27T09:34:10Z,6337.0,6337.0,1546.81931,8.423189999999977,8.178820000000087,2,0.2,0.1
1,36,4342,4342,2025-08-27T09:34:20Z,6347.0,6347.0,1546.82186,8.425739999999905,8.179810000000089,2,0.2,0.1
1,37,4427,4427,2025-08-27T09:34:30Z,6357.0,6357.0,1546.82582,8.429699999999912,8.18193999999994,2,0.2,0.1
1,38,4521,4521,2025-08-27T09:34:41Z,6367.0,6367.111111111111,1546.82388,8.427759999999807,8.178809999999885,2,0.2,0.1
1,39,4619,4619,2025-08-27T09:34:50Z,6377.0,6377.0,1546.86313,8.467009999999846,8.240170000000035,2,0.2,0.1
1,40,4819,4819,2025-08-27T09:35:11Z,6397.0,6397.5,1546.86443,8.468309999999974,8.232950000000073,2,0.2,0.1
1,41,4821,4821,2025-08-27T09:35:11Z,6397.0,6397.75,1546.86443,8.468309999999974,8.232950000000073,2,0.2,0.1
1,42,4900,4900,2025-08-27T09:35:21Z,6407.0,6407.7,1546.85658,8.460459999999784,8.210149999999885,2,0.2,0.1
1,43,4989,4989,2025-08-27T09:35:31Z,6417.0,6417.666666666667,1546.85374,8.457619999999906,8.20559000000003,2,0.2,0.1
1,44,5084,5084,2025-08-27T09:35:41Z,6427.0,6427.4,1546.85206,8.455939999999828,8.202049999999872,2,0.2,0.1
1,45,5179,5179,2025-08-27T09:35:50Z,6436.0,6436.9,1546.84777,8.451649999999972,8.19607000000019,2,0.2,0.1
1,46,5274,5274,2025-08-27T09:36:00Z,6446.0,6446.9,1546.85424,8.45811999999978,8.201189999999997,2,0.2,0.1
1,47,5361,5361,2025-08-27T09:36:11Z,6457.0,6457.111111111111,1546.85749,8.461369999999988,8.214699999999993,2,0.2,0.1
