Timestamp	Time [s]	WL 1[nm]	
2025-09-09T13:20:32Z	1518.00000	1554.28213	1537.26294	1524.02214
2025-09-09T13:20:32Z	1518.00000	1554.28214	1537.26295	1524.02208
2025-09-09T13:20:32Z	1518.00000	1554.28206	1537.26305	1524.02203
2025-09-09T13:20:32Z	1518.00000	1554.28206	1537.26289	1524.02195
2025-09-09T13:20:32Z	1518.00000	1554.28207	1537.26282	1524.02196
2025-09-09T13:20:32Z	1518.00000	1554.28203	1537.26286	1524.02198
2025-09-09T13:20:32Z	1518.00000	1554.28203	1537.26279	1524.02192
2025-09-09T13:20:32Z	1518.00000	1554.28198	1537.26277	1524.02190
2025-09-09T13:20:32Z	1519.00000	1554.28198	1537.26272	1524.02187
2025-09-09T13:20:33Z	1519.00000	1554.28193	1537.26267	1524.02184
2025-09-09T13:20:33Z	1519.00000	1554.28197	1537.26264	1524.02184
2025-09-09T13:20:33Z	1519.00000	1554.28191	1537.26269	1524.02183
2025-09-09T13:20:33Z	1519.00000	1554.28185	1537.26258	1524.02182
2025-09-09T13:20:33Z	1519.00000	1554.28182	1537.26253	1524.02178
2025-09-09T13:20:33Z	1519.00000	1554.28188	1537.26252	1524.02174
2025-09-09T13:20:33Z	1519.00000	1554.28190	1537.26252	1524.02174
2025-09-09T13:20:33Z	1519.00000	1554.28188	1537.26244	1524.02168
2025-09-09T13:20:33Z	1519.00000	1554.28187	1537.26238	1524.02172
2025-09-09T13:20:33Z	1520.00000	1554.28190	1537.26236	1524.02167
2025-09-09T13:20:34Z	1520.00000	1554.28185	1537.26231	1524.02172
2025-09-09T13:20:34Z	1520.00000	1554.28187	1537.26228	1524.02170
2025-09-09T13:20:34Z	1520.00000	1554.28182	1537.26228	1524.02168
2025-09-09T13:20:34Z	1520.00000	1554.28181	1537.26220	1524.02170
2025-09-09T13:20:34Z	1520.00000	1554.28182	1537.26216	1524.02165
2025-09-09T13:20:34Z	1520.00000	1554.28173	1537.26219	1524.02164
2025-09-09T13:20:34Z	1520.00000	1554.28172	1537.26215	1524.02161
2025-09-09T13:20:34Z	1520.00000	1554.28173	1537.26205	1524.02158
2025-09-09T13:20:34Z	1520.00000	1554.28170	1537.26200	1524.02164
2025-09-09T13:20:34Z	1521.00000	1554.28166	1537.26198	1524.02159
2025-09-09T13:20:35Z	1521.00000	1554.28166	1537.26197	1524.02155
2025-09-09T13:20:35Z	1521.00000	1554.28163	1537.26193	1524.02152
2025-09-09T13:20:35Z	1521.00000	1554.28163	1537.26190	1524.02152
2025-09-09T13:20:35Z	1521.00000	1554.28161	1537.26185	1524.02152
2025-09-09T13:20:35Z	1521.00000	1554.28156	1537.26182	1524.02147
2025-09-09T13:20:35Z	1521.00000	1554.28154	1537.26180	1524.02142
2025-09-09T13:20:35Z	1521.00000	1554.28156	1537.26174	1524.02146
2025-09-09T13:20:35Z	1521.00000	1554.28152	1537.26171	1524.02142
2025-09-09T13:20:35Z	1521.00000	1554.28153	1537.26171	1524.02140
2025-09-09T13:20:35Z	1522.00000	1554.28147	1537.26159	1524.02142
2025-09-09T13:20:36Z	1522.00000	1554.28142	1537.26165	1524.02144
2025-09-09T13:20:36Z	1522.00000	1554.28147	1537.26157	1524.02136
2025-09-09T13:20:36Z	1522.00000	1554.28145	1537.26152	1524.02134
2025-09-09T13:20:36Z	1522.00000	1554.28142	1537.26154	1524.02136
2025-09-09T13:20:36Z	1522.00000	1554.28143	1537.26144	1524.02129
2025-09-09T13:20:36Z	1522.00000	1554.28139	1537.26149	1524.02133
2025-09-09T13:20:36Z	1522.00000	1554.28135	1537.26134	1524.02122
2025-09-09T13:20:36Z	1522.00000	1554.28127	1537.26137	1524.02126
2025-09-09T13:20:36Z	1522.00000	1554.28134	1537.26129	1524.02118
2025-09-09T13:20:36Z	1523.00000	1554.28130	1537.26121	1524.02123
2025-09-09T13:20:37Z	1523.00000	1554.28127	1537.26122	1524.02122
2025-09-09T13:20:37Z	1523.00000	1554.28128	1537.26117	1524.02112
2025-09-09T13:20:37Z	1523.00000	1554.28122	1537.26117	1524.02119
2025-09-09T13:20:37Z	1523.00000	1554.28121	1537.26114	1524.02109
2025-09-09T13:20:37Z	1523.00000	1554.28127	1537.26108	1524.02111
2025-09-09T13:20:37Z	1523.00000	1554.28124	1537.26101	1524.02112
2025-09-09T13:20:37Z	1523.00000	1554.28122	1537.26100	1524.02106
2025-09-09T13:20:37Z	1523.00000	1554.28120	1537.26102	1524.02111
2025-09-09T13:20:37Z	1523.00000	1554.28119	1537.26088	1524.02104
2025-09-09T13:20:37Z	1524.00000	1554.28118	1537.26090	1524.02108
2025-09-09T13:20:38Z	1524.00000	1554.28119	1537.26092	1524.02108
2025-09-09T13:20:38Z	1524.00000	1554.28121	1537.26084	1524.02100
2025-09-09T13:20:38Z	1524.00000	1554.28117	1537.26081	1524.02107
