Timestamp	Time [s]	WL 1[nm]	
2025-08-11T12:42:01Z	1808.00000	1555.02899	1537.97551	1524.94480
2025-08-11T12:42:01Z	1808.00000	1555.02915	1537.97571	1524.94471
2025-08-11T12:42:01Z	1808.00000	1555.02850	1537.97587	1524.94473
2025-08-11T12:42:01Z	1809.00000	1555.02882	1537.97596	1524.94479
2025-08-11T12:42:01Z	1809.00000	1555.02839	1537.97614	1524.94466
2025-08-11T12:42:01Z	1809.00000	1555.02910	1537.97570	1524.94458
2025-08-11T12:42:01Z	1809.00000	1555.02889	1537.97599	1524.94495
2025-08-11T12:42:01Z	1809.00000	1555.02888	1537.97623	1524.94473
2025-08-11T12:42:02Z	1809.00000	1555.02931	1537.97604	1524.94478
2025-08-11T12:42:02Z	1809.00000	1555.02863	1537.97621	1524.94464
2025-08-11T12:42:02Z	1809.00000	1555.02926	1537.97674	1524.94454
2025-08-11T12:42:02Z	1809.00000	1555.02925	1537.97585	1524.94474
2025-08-11T12:42:02Z	1809.00000	1555.02880	1537.97562	1524.94456
2025-08-11T12:42:02Z	1810.00000	1555.02902	1537.97665	1524.94469
2025-08-11T12:42:02Z	1810.00000	1555.02876	1537.97649	1524.94473
2025-08-11T12:42:02Z	1810.00000	1555.02889	1537.97595	1524.94460
2025-08-11T12:42:02Z	1810.00000	1555.02904	1537.97571	1524.94457
2025-08-11T12:42:02Z	1810.00000	1555.02874	1537.97671	1524.94482
2025-08-11T12:42:03Z	1810.00000	1555.02871	1537.97512	1524.94486
2025-08-11T12:42:03Z	1810.00000	1555.02917	1537.97611	1524.94490
2025-08-11T12:42:03Z	1810.00000	1555.02862	1537.97558	1524.94471
2025-08-11T12:42:03Z	1810.00000	1555.02938	1537.97486	1524.94459
2025-08-11T12:42:03Z	1810.00000	1555.02894	1537.97560	1524.94467
2025-08-11T12:42:03Z	1811.00000	1555.02930	1537.97613	1524.94467
2025-08-11T12:42:03Z	1811.00000	1555.02844	1537.97656	1524.94460
2025-08-11T12:42:03Z	1811.00000	1555.02890	1537.97597	1524.94481
2025-08-11T12:42:03Z	1811.00000	1555.02905	1537.97638	1524.94482
2025-08-11T12:42:04Z	1811.00000	1555.02884	1537.97599	1524.94462
2025-08-11T12:42:04Z	1811.00000	1555.02864	1537.97646	1524.94439
2025-08-11T12:42:04Z	1811.00000	1555.02867	1537.97640	1524.94468
2025-08-11T12:42:04Z	1811.00000	1555.02875	1537.97652	1524.94443
2025-08-11T12:42:04Z	1811.00000	1555.02818	1537.97518	1524.94489
