Timestamp	Time [s]	WL 1[nm]	
2025-09-12T14:25:46Z	125.00000	1537.79240	1524.84994
2025-09-12T14:25:46Z	125.00000	1537.79225	1524.84930
2025-09-12T14:25:46Z	125.00000	1537.79185	1524.84859
2025-09-12T14:25:46Z	125.00000	1537.79146	1524.84836
2025-09-12T14:25:46Z	125.00000	1537.79124	1524.84813
2025-09-12T14:25:46Z	125.00000	1537.79070	1524.84768
2025-09-12T14:25:46Z	125.00000	1537.79066	1524.84750
2025-09-12T14:25:46Z	125.00000	1537.79035	1524.84705
2025-09-12T14:25:47Z	125.00000	1537.79010	1524.84641
2025-09-12T14:25:47Z	125.00000	1537.78992	1524.84591
2025-09-12T14:25:47Z	126.00000	1537.78940	1524.84540
2025-09-12T14:25:47Z	126.00000	1537.78935	1524.84530
2025-09-12T14:25:47Z	126.00000	1537.78887	1524.84503
2025-09-12T14:25:47Z	126.00000	1537.78889	1524.84450
2025-09-12T14:25:47Z	126.00000	1537.88236	1525.02943
2025-09-12T14:25:47Z	126.00000	1538.00314	1525.25584
2025-09-12T14:25:47Z	126.00000	1538.09091	1525.41042
2025-09-12T14:25:47Z	126.00000	1538.18864	1525.58534
2025-09-12T14:25:48Z	126.00000	1538.29857	1525.78908
2025-09-12T14:25:48Z	126.00000	1538.38723	1525.95058
2025-09-12T14:25:48Z	127.00000	1538.47746	1526.11593
2025-09-12T14:25:48Z	127.00000	1538.56104	1526.26648
2025-09-12T14:25:48Z	127.00000	1538.63998	1526.41066
2025-09-12T14:25:48Z	127.00000	1538.73443	1526.57246
2025-09-12T14:25:48Z	127.00000	1538.81162	1526.71116
2025-09-12T14:25:48Z	127.00000	1538.88536	1526.84036
2025-09-12T14:25:48Z	127.00000	1538.97054	1526.98346
2025-09-12T14:25:48Z	127.00000	1539.04112	1527.10037
2025-09-12T14:25:49Z	127.00000	1539.11141	1527.21522
2025-09-12T14:25:49Z	127.00000	1539.19160	1527.34434
2025-09-12T14:25:49Z	128.00000	1539.27046	1527.46146
2025-09-12T14:25:49Z	128.00000	1539.33257	1527.55615
2025-09-12T14:25:49Z	128.00000	1539.39310	1527.65028
2025-09-12T14:25:49Z	128.00000	1539.45847	1527.74935
2025-09-12T14:25:49Z	128.00000	1539.50542	1527.82689
2025-09-12T14:25:49Z	128.00000	1539.55109	1527.89787
2025-09-12T14:25:49Z	128.00000	1539.59081	1527.95960
2025-09-12T14:25:49Z	128.00000	1539.62091	1528.00741
2025-09-12T14:25:50Z	128.00000	1539.65301	1528.05866
2025-09-12T14:25:50Z	128.00000	1539.68568	1528.11193
2025-09-12T14:25:50Z	129.00000	1539.71254	1528.15985
2025-09-12T14:25:50Z	129.00000	1539.72914	1528.18917
2025-09-12T14:25:50Z	129.00000	1539.74771	1528.22035
2025-09-12T14:25:50Z	129.00000	1539.76413	1528.24788
2025-09-12T14:25:50Z	129.00000	1539.77758	1528.26972
2025-09-12T14:25:50Z	129.00000	1539.78928	1528.28514
2025-09-12T14:25:50Z	129.00000	1539.79801	1528.29797
2025-09-12T14:25:50Z	129.00000	1539.80493	1528.30873
2025-09-12T14:25:51Z	129.00000	1539.81066	1528.31628
2025-09-12T14:25:51Z	129.00000	1539.81470	1528.32260
2025-09-12T14:25:51Z	130.00000	1539.81827	1528.32733
2025-09-12T14:25:51Z	130.00000	1539.82125	1528.33134
2025-09-12T14:25:51Z	130.00000	1539.82355	1528.33592
2025-09-12T14:25:51Z	130.00000	1538.62251	1526.34937
2025-09-12T14:25:51Z	130.00000	1538.38369	1525.91448
2025-09-12T14:25:51Z	130.00000	1538.27659	1525.72913
2025-09-12T14:25:51Z	130.00000	1538.17841	1525.55291
2025-09-12T14:25:51Z	130.00000	1538.08243	1525.38580
2025-09-12T14:25:52Z	130.00000	1537.98328	1525.19931
2025-09-12T14:25:52Z	130.00000	1537.90250	1525.04443
2025-09-12T14:25:52Z	131.00000	1537.83170	1524.90708
2025-09-12T14:25:52Z	131.00000	1537.82782	1524.90100
2025-09-12T14:25:52Z	131.00000	1537.82428	1524.89712
2025-09-12T14:25:52Z	131.00000	1537.82135	1524.89503
2025-09-12T14:25:52Z	131.00000	1537.81952	1524.89148
2025-09-12T14:25:52Z	131.00000	1537.81776	1524.88636
2025-09-12T14:25:52Z	131.00000	1537.81646	1524.88262
2025-09-12T14:25:52Z	131.00000	1537.81520	1524.88045
2025-09-12T14:25:53Z	131.00000	1537.81373	1524.87905
2025-09-12T14:25:53Z	131.00000	1537.81252	1524.87821
2025-09-12T14:25:53Z	132.00000	1537.81087	1524.87720
2025-09-12T14:25:53Z	132.00000	1537.81015	1524.87517
2025-09-12T14:25:53Z	132.00000	1537.80941	1524.87305
2025-09-12T14:25:53Z	132.00000	1537.80848	1524.87102
2025-09-12T14:25:53Z	132.00000	1537.80776	1524.86986
2025-09-12T14:25:53Z	132.00000	1537.80654	1524.86979
2025-09-12T14:25:53Z	132.00000	1537.80574	1524.86912
2025-09-12T14:25:53Z	132.00000	1537.80511	1524.86794
2025-09-12T14:25:54Z	132.00000	1537.80440	1524.86669
2025-09-12T14:25:54Z	132.00000	1537.80406	1524.86516
2025-09-12T14:25:54Z	133.00000	1537.80354	1524.86376
2025-09-12T14:25:54Z	133.00000	1537.80269	1524.86333
2025-09-12T14:25:54Z	133.00000	1537.80207	1524.86291
2025-09-12T14:25:54Z	133.00000	1537.80158	1524.86253
2025-09-12T14:25:54Z	133.00000	1537.80105	1524.86183
2025-09-12T14:25:54Z	133.00000	1537.80057	1524.86046
2025-09-12T14:25:54Z	133.00000	1537.80003	1524.85982
2025-09-12T14:25:54Z	133.00000	1537.79988	1524.85912
2025-09-12T14:25:55Z	133.00000	1537.79933	1524.85862
2025-09-12T14:25:55Z	133.00000	1537.79885	1524.85831
2025-09-12T14:25:55Z	134.00000	1537.79823	1524.85813
2025-09-12T14:25:55Z	134.00000	1537.79775	1524.85713
2025-09-12T14:25:55Z	134.00000	1537.79751	1524.85622
2025-09-12T14:25:55Z	134.00000	1537.79699	1524.85527
2025-09-12T14:25:55Z	134.00000	1537.79697	1524.85522
2025-09-12T14:25:55Z	134.00000	1537.79635	1524.85484
2025-09-12T14:25:55Z	134.00000	1537.79573	1524.85455
2025-09-12T14:25:55Z	134.00000	1537.79560	1524.85421
2025-09-12T14:25:56Z	134.00000	1537.79547	1524.85371
2025-09-12T14:25:56Z	134.00000	1537.79529	1524.85306
2025-09-12T14:25:56Z	135.00000	1537.79481	1524.85247
2025-09-12T14:25:56Z	135.00000	1537.79461	1524.85208
2025-09-12T14:25:56Z	135.00000	1537.79419	1524.85177
2025-09-12T14:25:56Z	135.00000	1537.79406	1524.85140
2025-09-12T14:25:56Z	135.00000	1537.79382	1524.85086
2025-09-12T14:25:56Z	135.00000	1538.00262	1525.24602
2025-09-12T14:25:56Z	135.00000	1538.12407	1525.45896
2025-09-12T14:25:57Z	135.00000	1538.31281	1525.79771
2025-09-12T14:25:57Z	136.00000	1538.41897	1525.98704
2025-09-12T14:25:57Z	136.00000	1538.58805	1526.29088
2025-09-12T14:25:57Z	136.00000	1538.68276	1526.45663
2025-09-12T14:25:57Z	136.00000	1538.76470	1526.59360
2025-09-12T14:25:57Z	136.00000	1538.91438	1526.85307
2025-09-12T14:25:57Z	136.00000	1539.00056	1526.99194
2025-09-12T14:25:58Z	136.00000	1539.07421	1527.10713
2025-09-12T14:25:58Z	136.00000	1539.15384	1527.23514
2025-09-12T14:25:58Z	137.00000	1539.21976	1527.33792
2025-09-12T14:25:58Z	137.00000	1539.34991	1527.53410
2025-09-12T14:25:58Z	137.00000	1539.41770	1527.64036
2025-09-12T14:25:58Z	137.00000	1539.48244	1527.73612
2025-09-12T14:25:58Z	137.00000	1539.53761	1527.82671
2025-09-12T14:25:58Z	137.00000	1539.59092	1527.91391
2025-09-12T14:25:59Z	137.00000	1539.63811	1527.98697
2025-09-12T14:25:59Z	137.00000	1539.67103	1528.04193
2025-09-12T14:25:59Z	138.00000	1539.71996	1528.12322
2025-09-12T14:25:59Z	138.00000	1539.74399	1528.16264
2025-09-12T14:25:59Z	138.00000	1539.78202	1528.22162
2025-09-12T14:25:59Z	138.00000	1539.79732	1528.24098
2025-09-12T14:25:59Z	138.00000	1539.80967	1528.26039
2025-09-12T14:25:59Z	138.00000	1539.82647	1528.28475
2025-09-12T14:26:00Z	138.00000	1539.83384	1528.29533
2025-09-12T14:26:00Z	139.00000	1539.84202	1528.30661
2025-09-12T14:26:00Z	139.00000	1539.84553	1528.31126
2025-09-12T14:26:00Z	139.00000	1539.84761	1528.31414
2025-09-12T14:26:00Z	139.00000	1538.45449	1526.01684
2025-09-12T14:26:00Z	139.00000	1538.32065	1525.79512
2025-09-12T14:26:00Z	139.00000	1538.14098	1525.47672
2025-09-12T14:26:00Z	139.00000	1538.03591	1525.29321
2025-09-12T14:26:01Z	139.00000	1537.87704	1524.98962
2025-09-12T14:26:01Z	140.00000	1537.82948	1524.90285
2025-09-12T14:26:01Z	140.00000	1537.82650	1524.90048
2025-09-12T14:26:01Z	140.00000	1537.82383	1524.89679
2025-09-12T14:26:01Z	140.00000	1537.82193	1524.89248
2025-09-12T14:26:01Z	140.00000	1537.82047	1524.88877
2025-09-12T14:26:01Z	140.00000	1537.81903	1524.88527
2025-09-12T14:26:01Z	140.00000	1537.81785	1524.88379
2025-09-12T14:26:02Z	140.00000	1537.81659	1524.88271
2025-09-12T14:26:02Z	140.00000	1537.81496	1524.88186
2025-09-12T14:26:02Z	141.00000	1537.81297	1524.87824
2025-09-12T14:26:02Z	141.00000	1537.81230	1524.87620
2025-09-12T14:26:02Z	141.00000	1537.81040	1524.87416
2025-09-12T14:26:02Z	141.00000	1537.80938	1524.87363
2025-09-12T14:26:02Z	141.00000	1537.80808	1524.87148
2025-09-12T14:26:03Z	141.00000	1537.80766	1524.87008
2025-09-12T14:26:03Z	141.00000	1537.80701	1524.86825
2025-09-12T14:26:03Z	142.00000	1537.80639	1524.86737
2025-09-12T14:26:03Z	142.00000	1537.80559	1524.86725
2025-09-12T14:26:03Z	142.00000	1537.80515	1524.86705
2025-09-12T14:26:03Z	142.00000	1537.80438	1524.86607
2025-09-12T14:26:03Z	142.00000	1537.80365	1524.86445
2025-09-12T14:26:03Z	142.00000	1537.80313	1524.86388
2025-09-12T14:26:03Z	142.00000	1537.80265	1524.86312
2025-09-12T14:26:04Z	142.00000	1537.80225	1524.86246
