Timestamp	Time [s]	WL 1[nm]	
2025-08-11T14:03:36Z	6703.00000	1555.06566	1538.02023	1524.99374
2025-08-11T14:03:36Z	6703.00000	1555.06631	1538.01971	1524.99400
2025-08-11T14:03:36Z	6703.00000	1555.06617	1538.01971	1524.99388
2025-08-11T14:03:36Z	6703.00000	1555.06646	1538.02007	1524.99402
2025-08-11T14:03:36Z	6704.00000	1555.06598	1538.01939	1524.99356
2025-08-11T14:03:36Z	6704.00000	1555.06620	1538.02046	1524.99367
2025-08-11T14:03:36Z	6704.00000	1555.06546	1538.02039	1524.99349
2025-08-11T14:03:36Z	6704.00000	1555.06574	1538.01977	1524.99342
2025-08-11T14:03:36Z	6704.00000	1555.06598	1538.01971	1524.99356
2025-08-11T14:03:37Z	6704.00000	1555.06617	1538.01918	1524.99327
2025-08-11T14:03:37Z	6704.00000	1555.06633	1538.01923	1524.99369
2025-08-11T14:03:37Z	6704.00000	1555.06594	1538.01945	1524.99364
2025-08-11T14:03:37Z	6704.00000	1555.06587	1538.02007	1524.99375
2025-08-11T14:03:37Z	6704.00000	1555.06614	1538.01902	1524.99351
2025-08-11T14:03:37Z	6705.00000	1555.06526	1538.02031	1524.99339
2025-08-11T14:03:37Z	6705.00000	1555.06603	1538.01973	1524.99355
2025-08-11T14:03:37Z	6705.00000	1555.06574	1538.01963	1524.99320
2025-08-11T14:03:37Z	6705.00000	1555.06535	1538.01965	1524.99330
2025-08-11T14:03:37Z	6705.00000	1555.06568	1538.01969	1524.99347
2025-08-11T14:03:38Z	6705.00000	1555.06582	1538.01947	1524.99308
2025-08-11T14:03:38Z	6705.00000	1555.06578	1538.01955	1524.99330
2025-08-11T14:03:38Z	6705.00000	1555.06556	1538.02007	1524.99303
2025-08-11T14:03:38Z	6706.00000	1555.06602	1538.01975	1524.99297
2025-08-11T14:03:38Z	6706.00000	1555.06531	1538.01983	1524.99301
2025-08-11T14:03:38Z	6706.00000	1555.06524	1538.01974	1524.99318
2025-08-11T14:03:38Z	6706.00000	1555.06565	1538.01941	1524.99331
