experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
23cm-16layers-5,3,0,0,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,264,264,2025-09-08T08:05:38Z,916.0,916.0,1583.79311,0.003044999999929132,23.009610000000066
23cm-16layers-5,3,0,1,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,355,355,2025-09-08T08:05:47Z,925.0,925.1,1583.792605,0.0025399999999535794,3.233315000000175
23cm-16layers-5,3,0,2,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,445,445,2025-09-08T08:05:56Z,934.0,934.1,1583.79157,0.001504999999951906,22.50556000000006
23cm-16layers-5,3,0,3,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,465,465,2025-09-08T08:05:58Z,936.0,936.1111111111111,1584.99076,1.2006949999997687,24.588449999999966
23cm-16layers-5,3,0,4,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,509,509,2025-09-08T08:06:03Z,941.0,941.0,1583.929345,0.1392799999998715,7.906934999999976
23cm-16layers-5,3,0,5,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,515,515,2025-09-08T08:06:04Z,941.0,941.75,1572.63598,-11.154085000000123,1.1021499999999378
23cm-16layers-5,3,0,6,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,518,518,2025-09-08T08:06:05Z,942.0,942.125,1576.02119,-7.768875000000207,4.782449999999926
23cm-16layers-5,3,0,7,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,531,531,2025-09-08T08:06:06Z,943.0,943.75,1561.16698,-22.623085000000174,0.9137499999999363
23cm-16layers-5,3,0,8,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,538,538,2025-09-08T08:06:07Z,944.0,944.625,1583.79215,0.0020849999998517887,10.035129999999981
23cm-16layers-5,3,0,9,10,1,0,82,0,3.0,352.0,57.45,16.0,23.0,2,1,546,546,2025-09-08T08:06:08Z,945.0,945.7142857142857,1584.18796,0.3978949999998349,15.023069999999962
23cm-16layers-5,3,1,0,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,607,607,2025-09-08T08:06:16Z,953.0,953.2857142857143,1587.75386,3.963794999999891,18.72569999999996
23cm-16layers-5,3,1,1,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,666,666,2025-09-08T08:06:23Z,960.0,960.4285714285714,1583.794025,0.003959999999779029,11.165074999999888
23cm-16layers-5,3,1,2,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,678,678,2025-09-08T08:06:24Z,961.0,961.8888888888889,1587.75399,3.96392499999979,26.556699999999864
23cm-16layers-5,3,1,3,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,681,681,2025-09-08T08:06:25Z,962.0,962.25,1571.2375,-12.552565000000186,2.071019999999862
23cm-16layers-5,3,1,4,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,748,748,2025-09-08T08:06:32Z,969.0,969.3,1583.79409,0.0040249999999559805,17.580130000000054
23cm-16layers-5,3,1,5,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,750,750,2025-09-08T08:06:32Z,969.0,969.5,1583.79409,0.0040249999999559805,17.580130000000054
23cm-16layers-5,3,1,6,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,771,771,2025-09-08T08:06:34Z,971.0,971.6,1589.40321,5.613144999999804,30.677369999999883
23cm-16layers-5,3,1,7,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,838,838,2025-09-08T08:06:41Z,978.0,978.3,1583.79475,0.004684999999881256,14.625220000000127
23cm-16layers-5,3,1,8,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,850,850,2025-09-08T08:06:42Z,979.0,979.5,1589.40296,5.612894999999753,28.20340999999985
23cm-16layers-5,3,1,9,10,1,0,82,0,3.2,371.0,59.0,16.0,23.0,1,1,860,860,2025-09-08T08:06:43Z,980.0,980.5,1589.40387,5.613804999999957,33.971140000000105
