experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
15cm-19layers-1-s,12,0,0,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,5780,5780,2025-09-09T13:54:59Z,3585.0,3585.5,1543.08045,19.030904999999848,6.835649999999987
15cm-19layers-1-s,12,0,1,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,6264,6264,2025-09-09T13:55:51Z,3637.0,3637.6,1524.0516,0.0020549999999275315,1.9321199999999408
15cm-19layers-1-s,12,0,2,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,6514,6514,2025-09-09T13:56:19Z,3665.0,3665.1,1526.91046,2.8609149999999772,6.52704000000017
15cm-19layers-1-s,12,0,3,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,6627,6627,2025-09-09T13:56:30Z,3676.0,3676.4,1524.85143,0.8018849999998565,0.8000899999999547
15cm-19layers-1-s,12,0,4,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,6904,6904,2025-09-09T13:57:00Z,3706.0,3706.2,1526.9113499999999,2.8618049999997766,10.04489999999987
15cm-19layers-1-s,12,0,5,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,8088,8088,2025-09-09T13:59:05Z,3832.0,3832.0,1524.04623,-0.0033150000001569424,3.6582599999999275
15cm-19layers-1-s,12,0,6,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,9169,9169,2025-09-09T14:01:01Z,3947.0,3947.5,1528.2666,4.217054999999846,7.882419999999911
15cm-19layers-1-s,12,0,7,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,10231,10231,2025-09-09T14:02:52Z,4058.0,4058.5,1525.47642,1.4268749999998818,1.4339899999999943
15cm-19layers-1-s,12,0,8,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,10236,10236,2025-09-09T14:02:52Z,4059.0,4059.0,1526.910545,2.8609999999998763,2.8690449999999146
15cm-19layers-1-s,12,0,9,10,1,0,12,0,1.0,140,39.08,19.0,15.0,,0,10286,10286,2025-09-09T14:02:57Z,4064.0,4064.0,1526.91094,2.861394999999902,6.525180000000091
15cm-19layers-1-s,12,1,0,2,0,0,12,0,1.2,163,40.01,19.0,15.0,,0,11244,11244,2025-09-09T14:04:39Z,4165.0,4165.571428571428,1525.476415,1.426870000000008,1.434645000000046
15cm-19layers-1-s,12,1,1,2,0,0,12,0,1.2,163,40.01,19.0,15.0,,0,11247,11247,2025-09-09T14:04:39Z,4166.0,4166.0,1526.91106,2.8615149999998266,2.8700400000000172
