experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
19cm-16layers-1-s,2,0,0,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,518,518,2025-09-11T08:09:30Z,763.0,763.2,1548.08726,5.780050000000074,5.682559999999967
19cm-16layers-1-s,2,0,1,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,618,618,2025-09-11T08:09:40Z,773.0,773.2,1548.20447,5.89725999999996,5.768779999999879
19cm-16layers-1-s,2,0,2,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,714,714,2025-09-11T08:09:50Z,783.0,783.1,1548.26919,5.96198000000004,5.8162099999999555
19cm-16layers-1-s,2,0,3,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,789,789,2025-09-11T08:09:59Z,792.0,792.75,1548.2637,5.956490000000031,5.796820000000025
19cm-16layers-1-s,2,0,4,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,880,880,2025-09-11T08:10:10Z,803.0,803.1,1548.28743,5.980220000000145,5.851900000000114
19cm-16layers-1-s,2,0,5,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,981,981,2025-09-11T08:10:20Z,813.0,813.2,1548.26413,5.956920000000082,5.787500000000136
19cm-16layers-1-s,2,0,6,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,1080,1080,2025-09-11T08:10:30Z,823.0,823.2,1548.22026,5.913050000000112,5.734320000000025
19cm-16layers-1-s,2,0,7,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,1162,1162,2025-09-11T08:10:40Z,833.0,833.1,1548.12831,5.821100000000115,5.633280000000013
19cm-16layers-1-s,2,0,8,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,1243,1243,2025-09-11T08:10:49Z,842.0,842.8571428571429,1548.07661,5.769400000000132,5.579640000000154
19cm-16layers-1-s,2,0,9,10,1,1,120,0,1.0,140,51.91,16.0,19.0,,0,1342,1342,2025-09-11T08:11:00Z,853.0,853.1,1548.04163,5.73442,5.541770000000042
19cm-16layers-1-s,2,1,0,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,1582,1582,2025-09-11T08:11:24Z,877.0,877.1,1548.68153,6.374320000000125,6.246300000000019
19cm-16layers-1-s,2,1,1,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,1668,1668,2025-09-11T08:11:34Z,887.0,887.1,1548.6747,6.367490000000089,6.181960000000117
19cm-16layers-1-s,2,1,2,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,1751,1751,2025-09-11T08:11:44Z,897.0,897.1,1548.66951,6.362300000000005,6.153189999999995
19cm-16layers-1-s,2,1,3,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,1851,1851,2025-09-11T08:11:54Z,907.0,907.1,1548.66985,6.362640000000056,6.161470000000008
19cm-16layers-1-s,2,1,4,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,1952,1952,2025-09-11T08:12:04Z,917.0,917.2,1548.64619,6.338979999999992,6.1234699999999975
19cm-16layers-1-s,2,1,5,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,2051,2051,2025-09-11T08:12:14Z,927.0,927.1,1548.6088,6.301590000000033,6.07569999999987
19cm-16layers-1-s,2,1,6,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,2151,2151,2025-09-11T08:12:24Z,937.0,937.1,1548.62199,6.314780000000155,6.092250000000149
19cm-16layers-1-s,2,1,7,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,2236,2236,2025-09-11T08:12:34Z,947.0,947.1,1548.56683,6.259620000000041,6.02895999999987
19cm-16layers-1-s,2,1,8,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,2319,2319,2025-09-11T08:12:44Z,957.0,957.1,1548.54173,6.234519999999975,5.998649999999998
19cm-16layers-1-s,2,1,9,10,1,1,120,0,1.2,163,53.63,16.0,19.0,,0,2418,2418,2025-09-11T08:12:53Z,967.0,967.0,1548.5279,6.220690000000104,5.98422000000005
19cm-16layers-1-s,2,2,0,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,2853,2853,2025-09-11T08:13:41Z,1014.0,1014.1,1549.50533,7.198120000000017,6.98784999999998
19cm-16layers-1-s,2,2,1,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,2936,2936,2025-09-11T08:13:51Z,1024.0,1024.1,1549.53067,7.223460000000159,6.995229999999992
19cm-16layers-1-s,2,2,2,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3018,3018,2025-09-11T08:14:00Z,1034.0,1034.0,1549.6218,7.314589999999953,7.07233999999994
19cm-16layers-1-s,2,2,3,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3092,3092,2025-09-11T08:14:10Z,1044.0,1044.0,1549.62564,7.318430000000035,7.06890999999996
19cm-16layers-1-s,2,2,4,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3174,3174,2025-09-11T08:14:21Z,1054.0,1054.25,1549.71137,7.404160000000047,7.242520000000013
19cm-16layers-1-s,2,2,5,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3233,3233,2025-09-11T08:14:30Z,1063.0,1063.75,1549.61614,7.308930000000146,7.0378800000000865
19cm-16layers-1-s,2,2,6,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3315,3315,2025-09-11T08:14:41Z,1074.0,1074.1,1549.61409,7.306880000000092,7.035540000000083
19cm-16layers-1-s,2,2,7,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3401,3401,2025-09-11T08:14:51Z,1084.0,1084.1,1549.65519,7.347980000000007,7.088489999999865
19cm-16layers-1-s,2,2,8,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3484,3484,2025-09-11T08:15:00Z,1093.0,1093.875,1549.60019,7.2929800000001705,7.0150200000000495
19cm-16layers-1-s,2,2,9,10,1,1,120,0,1.4,182,56.53,16.0,19.0,,0,3571,3571,2025-09-11T08:15:11Z,1104.0,1104.111111111111,1549.57123,7.264020000000073,6.981819999999971
19cm-16layers-1-s,2,3,0,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,3978,3978,2025-09-11T08:16:00Z,1153.0,1153.2,1550.29789,7.990680000000111,7.744560000000092
19cm-16layers-1-s,2,3,1,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4061,4061,2025-09-11T08:16:09Z,1163.0,1163.0,1550.14511,7.8378999999999905,7.567249999999831
19cm-16layers-1-s,2,3,2,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4140,4140,2025-09-11T08:16:19Z,1172.0,1172.9,1550.12765,7.820439999999962,7.5365099999999074
19cm-16layers-1-s,2,3,3,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4219,4219,2025-09-11T08:16:29Z,1182.0,1182.8,1550.08073,7.773519999999962,7.479019999999991
19cm-16layers-1-s,2,3,4,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4308,4308,2025-09-11T08:16:40Z,1193.0,1193.0,1550.16993,7.862720000000081,7.611609999999928
19cm-16layers-1-s,2,3,5,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4397,4397,2025-09-11T08:16:49Z,1203.0,1203.0,1550.09046,7.783249999999953,7.478549999999814
19cm-16layers-1-s,2,3,6,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4498,4498,2025-09-11T08:17:00Z,1213.0,1213.1,1550.08532,7.77810999999997,7.465459999999894
19cm-16layers-1-s,2,3,7,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4598,4598,2025-09-11T08:17:10Z,1223.0,1223.1,1550.10113,7.793920000000071,7.476820000000089
19cm-16layers-1-s,2,3,8,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4695,4695,2025-09-11T08:17:19Z,1233.0,1233.0,1550.04485,7.737640000000056,7.417069999999967
19cm-16layers-1-s,2,3,9,10,1,1,120,0,1.6,205,58.81,16.0,19.0,1,1,4782,4782,2025-09-11T08:17:30Z,1243.0,1243.1,1550.10735,7.800140000000056,7.498039999999946
19cm-16layers-1-s,2,4,0,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,4996,4996,2025-09-11T08:17:51Z,1264.0,1264.888888888889,1551.25768,8.950469999999996,8.635340000000042
19cm-16layers-1-s,2,4,1,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5096,5096,2025-09-11T08:18:02Z,1275.0,1275.0,1551.27133,8.964120000000094,8.629770000000008
19cm-16layers-1-s,2,4,2,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5186,5186,2025-09-11T08:18:12Z,1285.0,1285.111111111111,1551.30503,8.997820000000047,8.64939000000004
19cm-16layers-1-s,2,4,3,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5279,5279,2025-09-11T08:18:22Z,1295.0,1295.1,1551.24081,8.93360000000007,8.5788399999999
19cm-16layers-1-s,2,4,4,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5379,5379,2025-09-11T08:18:32Z,1305.0,1305.1,1551.17655,8.869339999999966,8.507089999999835
19cm-16layers-1-s,2,4,5,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5479,5479,2025-09-11T08:18:42Z,1315.0,1315.111111111111,1551.37442,9.06721000000016,8.78336000000013
19cm-16layers-1-s,2,4,6,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5569,5569,2025-09-11T08:18:51Z,1325.0,1325.0,1551.29037,8.983159999999998,8.606689999999844
19cm-16layers-1-s,2,4,7,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5649,5649,2025-09-11T08:19:01Z,1334.0,1334.875,1551.19722,8.890010000000075,8.512519999999995
19cm-16layers-1-s,2,4,8,10,1,1,120,0,1.8,226,61.52,16.0,19.0,1,1,5740,5740,2025-09-11T08:19:12Z,1345.0,1345.1,1551.31976,9.012550000000147,8.629000000000133
