experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
27cm-16layers-1,2,0,0,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,130,130,2025-09-04T08:06:37Z,82.0,82.875,1541.68042,3.998649999999998,3.9657499999998436
27cm-16layers-1,2,0,1,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,215,215,2025-09-04T08:06:47Z,92.0,92.0,1541.71568,4.033910000000105,3.9959000000001197
27cm-16layers-1,2,0,2,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,315,315,2025-09-04T08:06:57Z,102.0,102.0,1541.72078,4.039010000000189,3.9977900000001227
27cm-16layers-1,2,0,3,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,415,415,2025-09-04T08:07:07Z,112.0,112.0,1541.73038,4.048610000000053,4.00565000000006
27cm-16layers-1,2,0,4,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,502,502,2025-09-04T08:07:17Z,122.0,122.0,1541.74049,4.058719999999994,4.012269999999944
27cm-16layers-1,2,0,5,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,585,585,2025-09-04T08:07:25Z,130.0,130.88888888888889,1541.74875,4.066980000000058,4.019219999999905
27cm-16layers-1,2,0,6,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,674,674,2025-09-04T08:07:35Z,140.0,140.0,1541.75784,4.0760700000000725,4.029140000000098
27cm-16layers-1,2,0,7,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,774,774,2025-09-04T08:07:45Z,150.0,150.0,1541.76745,4.0856800000001385,4.038160000000062
27cm-16layers-1,2,0,8,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,861,861,2025-09-04T08:07:55Z,160.0,160.0,1541.773,4.091229999999996,4.04081999999994
27cm-16layers-1,2,0,9,10,1,1,120,0,1.0,140,47.9,16.0,27.0,,0,943,943,2025-09-04T08:08:04Z,169.0,169.0,1541.78538,4.103610000000117,4.0676599999999326
27cm-16layers-1,2,1,0,10,1,1,120,0,1.2,163,50.36,16.0,27.0,,0,1208,1208,2025-09-04T08:08:31Z,196.0,196.85714285714286,1542.28868,4.606910000000198,4.558360000000221
