experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
19cm-16layers-2,1,0,0,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,100,100,2025-09-04T13:08:19Z,18184.0,18184.875,1556.54532,1.76295499999992,1.757380000000012
19cm-16layers-2,1,0,1,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,180,180,2025-09-04T13:08:28Z,18193.0,18193.8,1556.54656,1.7641949999999724,1.7560000000000855
19cm-16layers-2,1,0,2,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,268,268,2025-09-04T13:08:37Z,18202.0,18202.9,1556.54754,1.7651749999999993,1.7553399999999328
19cm-16layers-2,1,0,3,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,358,358,2025-09-04T13:08:46Z,18211.0,18211.9,1556.55083,1.7684649999998783,1.7582099999999627
19cm-16layers-2,1,0,4,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,446,446,2025-09-04T13:08:55Z,18220.0,18220.7,1556.55421,1.7718449999999848,1.7581800000000385
19cm-16layers-2,1,0,5,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,523,523,2025-09-04T13:09:04Z,18229.0,18229.875,1556.5543,1.771934999999985,1.7568599999999606
19cm-16layers-2,1,0,6,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,605,605,2025-09-04T13:09:13Z,18238.0,18238.88888888889,1556.56234,1.7799749999999221,1.7647099999999227
19cm-16layers-2,1,0,7,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,688,688,2025-09-04T13:09:22Z,18247.0,18247.777777777777,1556.55812,1.77575499999989,1.760089999999991
19cm-16layers-2,1,0,8,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,775,775,2025-09-04T13:09:31Z,18256.0,18256.8,1556.5621,1.7797350000000733,1.7636500000000979
19cm-16layers-2,1,0,9,10,1,1,120,0,1.0,144,38.47,16.0,19.0,,0,864,864,2025-09-04T13:09:40Z,18265.0,18265.8,1556.56381,1.781445000000076,1.7701800000002095
19cm-16layers-2,1,1,0,10,1,1,120,0,1.2,163,39.27,16.0,19.0,,0,1025,1025,2025-09-04T13:09:58Z,18283.0,18283.875,1556.8396,2.0572349999999915,2.0420400000000427
19cm-16layers-2,1,1,1,10,1,1,120,0,1.2,163,39.27,16.0,19.0,,0,1110,1110,2025-09-04T13:10:07Z,18292.0,18292.777777777777,1556.83282,2.0504550000000563,2.0337200000001303
19cm-16layers-2,1,1,2,10,1,1,120,0,1.2,163,39.27,16.0,19.0,,0,1197,1197,2025-09-04T13:10:16Z,18301.0,18301.777777777777,1556.82245,2.0400849999998627,2.0227699999998094
