experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
15cm-16layers-7-s,2,0,0,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,285,285,2025-09-12T13:18:39Z,21402.0,21402.0,1526.71707,1.9064899999998488,1.8964399999999841
15cm-16layers-7-s,2,0,1,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,366,366,2025-09-12T13:18:48Z,21411.0,21411.0,1526.74476,1.9341799999999694,1.9195700000000215
15cm-16layers-7-s,2,0,2,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,456,456,2025-09-12T13:18:57Z,21420.0,21420.0,1526.75343,1.9428499999999076,1.9250700000000052
15cm-16layers-7-s,2,0,3,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,546,546,2025-09-12T13:19:06Z,21429.0,21429.0,1526.75672,1.946140000000014,1.9264800000000832
15cm-16layers-7-s,2,0,4,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,635,635,2025-09-12T13:19:15Z,21437.0,21437.9,1526.75606,1.9454799999998613,1.924449999999979
15cm-16layers-7-s,2,0,5,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,726,726,2025-09-12T13:19:24Z,21447.0,21447.0,1526.75709,1.9465099999999893,1.923909999999978
15cm-16layers-7-s,2,0,6,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,814,814,2025-09-12T13:19:33Z,21456.0,21456.0,1526.75856,1.947979999999916,1.9239999999999782
15cm-16layers-7-s,2,0,7,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,893,893,2025-09-12T13:19:42Z,21464.0,21464.9,1526.75841,1.9478299999998399,1.9232700000000023
15cm-16layers-7-s,2,0,8,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,984,984,2025-09-12T13:19:51Z,21474.0,21474.0,1526.75944,1.9488599999999678,1.9229199999999764
15cm-16layers-7-s,2,0,9,10,1,1,120,0,2.0,246,45.37,16.0,19.0,,0,1074,1074,2025-09-12T13:20:00Z,21483.0,21483.0,1526.76137,1.95078999999987,1.9423999999999069
15cm-16layers-7-s,2,1,0,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1367,1367,2025-09-12T13:20:31Z,21513.0,21513.777777777777,1526.86453,2.053949999999986,2.0344900000000052
15cm-16layers-7-s,2,1,1,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1456,1456,2025-09-12T13:20:40Z,21523.0,21523.0,1526.90189,2.0913100000000213,2.0667100000000573
15cm-16layers-7-s,2,1,2,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1545,1545,2025-09-12T13:20:49Z,21531.0,21531.9,1526.90324,2.0926600000000235,2.0649600000001556
15cm-16layers-7-s,2,1,3,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1635,1635,2025-09-12T13:20:58Z,21540.0,21540.9,1526.90722,2.0966399999999794,2.066630000000032
15cm-16layers-7-s,2,1,4,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1718,1718,2025-09-12T13:21:07Z,21549.0,21549.875,1526.9049,2.094319999999925,2.0624199999999746
15cm-16layers-7-s,2,1,5,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1798,1798,2025-09-12T13:21:16Z,21558.0,21558.9,1526.9082,2.0976200000000063,2.063970000000154
15cm-16layers-7-s,2,1,6,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1886,1886,2025-09-12T13:21:25Z,21568.0,21568.0,1526.91321,2.1026299999998628,2.067579999999907
15cm-16layers-7-s,2,1,7,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,1973,1973,2025-09-12T13:21:34Z,21576.0,21576.9,1526.91142,2.1008399999998346,2.0642599999998765
15cm-16layers-7-s,2,1,8,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,2062,2062,2025-09-12T13:21:43Z,21585.0,21585.9,1526.91192,2.1013399999999365,2.0647899999999026
15cm-16layers-7-s,2,1,9,10,1,1,120,0,2.2,268,46.17,16.0,19.0,,0,2144,2144,2025-09-12T13:21:52Z,21595.0,21595.0,1526.91444,2.1038599999999406,2.0909599999999955
15cm-16layers-7-s,2,2,0,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2439,2439,2025-09-12T13:22:23Z,21626.0,21626.0,1527.06837,2.2577899999998863,2.22887999999989
15cm-16layers-7-s,2,2,1,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2528,2528,2025-09-12T13:22:32Z,21634.0,21634.9,1527.07269,2.2621099999998933,2.2281900000000405
15cm-16layers-7-s,2,2,2,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2610,2610,2025-09-12T13:22:41Z,21644.0,21644.0,1527.07838,2.267799999999852,2.23099000000002
15cm-16layers-7-s,2,2,3,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2696,2696,2025-09-12T13:22:50Z,21653.0,21653.0,1527.08308,2.2725000000000364,2.2328100000001996
15cm-16layers-7-s,2,2,4,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2783,2783,2025-09-12T13:22:59Z,21661.0,21661.9,1527.08244,2.2718599999998332,2.230099999999993
15cm-16layers-7-s,2,2,5,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2873,2873,2025-09-12T13:23:08Z,21671.0,21671.0,1527.08309,2.272510000000011,2.229040000000168
15cm-16layers-7-s,2,2,6,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,2962,2962,2025-09-12T13:23:17Z,21679.0,21679.9,1527.08299,2.2724100000000362,2.2272300000001906
15cm-16layers-7-s,2,2,7,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,3045,3045,2025-09-12T13:23:26Z,21688.0,21688.875,1527.08609,2.27550999999994,2.2289599999999155
15cm-16layers-7-s,2,2,8,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,3122,3122,2025-09-12T13:23:35Z,21698.0,21698.0,1527.08781,2.2772299999999177,2.245830000000069
15cm-16layers-7-s,2,2,9,10,1,1,120,0,2.4,287,47.1,16.0,19.0,,0,3203,3203,2025-09-12T13:23:44Z,21706.0,21706.9,1527.08584,2.2752599999998893,2.2276299999998628
15cm-16layers-7-s,2,3,0,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3434,3434,2025-09-12T13:24:07Z,21730.0,21730.0,1527.24973,2.439149999999927,2.395999999999958
15cm-16layers-7-s,2,3,1,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3521,3521,2025-09-12T13:24:16Z,21738.0,21738.875,1527.25869,2.448109999999815,2.401279999999815
15cm-16layers-7-s,2,3,2,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3599,3599,2025-09-12T13:24:25Z,21748.0,21748.0,1527.26006,2.449479999999994,2.399910000000091
15cm-16layers-7-s,2,3,3,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3682,3682,2025-09-12T13:24:34Z,21756.0,21756.9,1527.25903,2.448449999999866,2.3969899999999598
15cm-16layers-7-s,2,3,4,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3773,3773,2025-09-12T13:24:43Z,21766.0,21766.0,1527.26466,2.4540799999999763,2.4160699999999906
15cm-16layers-7-s,2,3,5,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3863,3863,2025-09-12T13:24:52Z,21775.0,21775.0,1527.26189,2.4513099999999213,2.3983100000000377
15cm-16layers-7-s,2,3,6,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,3952,3952,2025-09-12T13:25:01Z,21783.0,21783.9,1527.26004,2.4494599999998172,2.395409999999856
15cm-16layers-7-s,2,3,7,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,4042,4042,2025-09-12T13:25:10Z,21793.0,21793.0,1527.25971,2.4491299999999683,2.393880000000081
15cm-16layers-7-s,2,3,8,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,4118,4118,2025-09-12T13:25:19Z,21802.0,21802.0,1527.26074,2.450159999999869,2.3964099999998325
15cm-16layers-7-s,2,3,9,10,1,1,120,0,2.6,306,48.08,16.0,19.0,,0,4201,4201,2025-09-12T13:25:28Z,21810.0,21810.9,1527.25897,2.4483900000000176,2.39334000000008
15cm-16layers-7-s,2,4,0,10,1,1,120,0,2.8,330,49.07,16.0,19.0,,0,4417,4417,2025-09-12T13:25:50Z,21832.0,21832.9,1527.42319,2.612609999999904,2.564300000000003
