experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
23cm-16layers-1,2,0,0,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,155,155,2025-09-04T11:50:36Z,13521.0,13521.9,1541.36695,3.5836699999999837,3.5676300000000083
23cm-16layers-1,2,0,1,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,256,256,2025-09-04T11:50:47Z,13532.0,13532.875,1541.40618,3.622899999999845,3.6014299999999366
23cm-16layers-1,2,0,2,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,355,355,2025-09-04T11:50:58Z,13543.0,13543.9,1541.4347,3.6514199999999164,3.627529999999979
23cm-16layers-1,2,0,3,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,464,464,2025-09-04T11:51:09Z,13554.0,13554.9,1541.45103,3.6677499999998417,3.6420499999999265
23cm-16layers-1,2,0,4,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,574,574,2025-09-04T11:51:20Z,13565.0,13565.9,1541.45941,3.67612999999983,3.649199999999837
23cm-16layers-1,2,0,5,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,682,682,2025-09-04T11:51:31Z,13576.0,13576.875,1541.46279,3.6795099999999366,3.6514799999999923
23cm-16layers-1,2,0,6,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,770,770,2025-09-04T11:51:42Z,13587.0,13587.875,1541.46453,3.6812499999998636,3.662309999999934
23cm-16layers-1,2,0,7,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,872,872,2025-09-04T11:51:53Z,13598.0,13598.888888888889,1541.46264,3.6793599999998605,3.6501100000000406
23cm-16layers-1,2,0,8,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,981,981,2025-09-04T11:52:04Z,13609.0,13609.9,1541.46286,3.679579999999987,3.6510900000000674
23cm-16layers-1,2,0,9,10,1,1,120,0,1.0,140,43.09,16.0,23.0,,0,1091,1091,2025-09-04T11:52:15Z,13620.0,13620.9,1541.45704,3.673759999999902,3.64420999999993
23cm-16layers-1,2,1,0,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1270,1270,2025-09-04T11:52:35Z,13640.0,13640.9,1541.90474,4.121459999999843,4.10617000000002
23cm-16layers-1,2,1,1,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1371,1371,2025-09-04T11:52:46Z,13651.0,13651.888888888889,1541.90264,4.119359999999915,4.091329999999971
23cm-16layers-1,2,1,2,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1473,1473,2025-09-04T11:52:57Z,13662.0,13662.8,1541.89526,4.111979999999903,4.080999999999904
23cm-16layers-1,2,1,3,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1583,1583,2025-09-04T11:53:08Z,13673.0,13673.9,1541.89033,4.107049999999845,4.075019999999995
23cm-16layers-1,2,1,4,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1679,1679,2025-09-04T11:53:19Z,13684.0,13684.777777777777,1541.89563,4.1123499999998785,4.082329999999956
23cm-16layers-1,2,1,5,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1784,1784,2025-09-04T11:53:30Z,13695.0,13695.9,1541.88724,4.1039599999999155,4.071519999999964
23cm-16layers-1,2,1,6,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1894,1894,2025-09-04T11:53:41Z,13706.0,13706.9,1541.86911,4.085829999999987,4.052110000000084
23cm-16layers-1,2,1,7,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,1999,1999,2025-09-04T11:53:52Z,13717.0,13717.888888888889,1541.86125,4.077969999999823,4.043549999999868
23cm-16layers-1,2,1,8,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,2094,2094,2025-09-04T11:54:03Z,13728.0,13728.75,1541.84922,4.065939999999955,4.0312699999999495
23cm-16layers-1,2,1,9,10,1,1,120,0,1.2,163,44.26,16.0,23.0,,0,2202,2202,2025-09-04T11:54:14Z,13739.0,13739.9,1541.84402,4.060739999999896,4.025409999999965
23cm-16layers-1,2,2,0,10,1,1,120,0,1.4,182,45.37,16.0,23.0,,0,2581,2581,2025-09-04T11:54:56Z,13780.0,13780.888888888889,1542.34451,4.561229999999796,4.531499999999824
23cm-16layers-1,2,2,1,10,1,1,120,0,1.4,182,45.37,16.0,23.0,,0,2688,2688,2025-09-04T11:55:06Z,13791.0,13791.8,1542.33964,4.556359999999813,4.522739999999885
23cm-16layers-1,2,2,2,10,1,1,120,0,1.4,182,45.37,16.0,23.0,,0,2787,2787,2025-09-04T11:55:17Z,13802.0,13802.8,1542.33834,4.555059999999912,4.519109999999955
23cm-16layers-1,2,2,3,10,1,1,120,0,1.4,182,45.37,16.0,23.0,,0,2889,2889,2025-09-04T11:55:28Z,13813.0,13813.9,1542.34425,4.5609699999999975,4.52361000000019
