experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
27cm-12layers-5,1,0,0,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,194,194,2025-08-27T12:50:18Z,726.0,726.5555555555555,1546.43133,7.885669999999891,7.858729999999923
27cm-12layers-5,1,0,1,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,391,391,2025-08-27T12:50:39Z,747.0,747.4,1546.69427,8.148609999999962,8.079349999999977
27cm-12layers-5,1,0,2,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,570,570,2025-08-27T12:50:57Z,765.0,765.5,1546.77348,8.227820000000065,8.130660000000034
27cm-12layers-5,1,0,3,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,676,676,2025-08-27T12:51:09Z,777.0,777.5,1546.8015,8.255840000000035,8.154520000000048
27cm-12layers-5,1,0,4,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,784,784,2025-08-27T12:51:20Z,788.0,788.5,1546.8142,8.26854000000003,8.161219999999958
27cm-12layers-5,1,0,5,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,894,894,2025-08-27T12:51:31Z,799.0,799.5,1546.81448,8.268820000000005,8.17748000000006
27cm-12layers-5,1,0,6,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,1003,1003,2025-08-27T12:51:42Z,810.0,810.5,1546.7803,8.2346399999999,8.126599999999826
27cm-12layers-5,1,0,7,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,1098,1098,2025-08-27T12:51:53Z,821.0,821.375,1546.75997,8.214310000000069,8.104440000000068
27cm-12layers-5,1,0,8,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,1204,1204,2025-08-27T12:52:04Z,832.0,832.5,1546.74591,8.200250000000096,8.089789999999994
27cm-12layers-5,1,0,9,10,1,1,198,78,1.0,147,61.34,12.0,27.0,,0,1314,1314,2025-08-27T12:52:15Z,843.0,843.5,1546.70508,8.159419999999955,8.051459999999906
