experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
15cm-16layers-2-s,3,0,0,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,84,84,2025-09-11T09:29:50Z,5583.0,5583.111111111111,1531.10375,1.635530000000017,1.6175000000000637
15cm-16layers-2-s,3,0,1,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,173,173,2025-09-11T09:29:59Z,5592.0,5592.1,1531.12493,1.6567099999999755,1.6323099999999613
15cm-16layers-2-s,3,0,2,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,262,262,2025-09-11T09:30:07Z,5601.0,5601.0,1531.13015,1.661929999999984,1.6344400000000405
15cm-16layers-2-s,3,0,3,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,347,347,2025-09-11T09:30:16Z,5610.0,5610.0,1531.13166,1.663440000000037,1.6332099999999627
15cm-16layers-2-s,3,0,4,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,423,423,2025-09-11T09:30:26Z,5619.0,5619.111111111111,1531.13882,1.6705999999999221,1.6386999999999716
15cm-16layers-2-s,3,0,5,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,507,507,2025-09-11T09:30:34Z,5628.0,5628.0,1531.13961,1.671389999999974,1.6389799999999468
15cm-16layers-2-s,3,0,6,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,598,598,2025-09-11T09:30:44Z,5637.0,5637.1,1531.14159,1.6733699999999772,1.6397699999999986
15cm-16layers-2-s,3,0,7,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,688,688,2025-09-11T09:30:53Z,5646.0,5646.1,1531.1422,1.6739800000000287,1.6396700000000237
15cm-16layers-2-s,3,0,8,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,767,767,2025-09-11T09:31:01Z,5655.0,5655.0,1531.14227,1.6740500000000793,1.6394900000000234
15cm-16layers-2-s,3,0,9,10,1,1,120,0,1.0,140,43.89,16.0,15.0,,0,851,851,2025-09-11T09:31:11Z,5664.0,5664.1,1531.14746,1.6792399999999361,1.6707699999999477
15cm-16layers-2-s,3,1,0,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1135,1135,2025-09-11T09:31:40Z,5693.0,5693.1,1531.34497,1.8767500000001291,1.8508300000000872
15cm-16layers-2-s,3,1,1,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1212,1212,2025-09-11T09:31:49Z,5702.0,5702.111111111111,1531.35564,1.88742000000002,1.8563699999999699
15cm-16layers-2-s,3,1,2,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1293,1293,2025-09-11T09:31:57Z,5711.0,5711.0,1531.35664,1.8884199999999964,1.8546799999999166
15cm-16layers-2-s,3,1,3,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1379,1379,2025-09-11T09:32:07Z,5720.0,5720.1,1531.35937,1.891149999999925,1.855049999999892
15cm-16layers-2-s,3,1,4,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1469,1469,2025-09-11T09:32:16Z,5729.0,5729.1,1531.36455,1.8963300000000345,1.8584299999999985
15cm-16layers-2-s,3,1,5,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1558,1558,2025-09-11T09:32:24Z,5738.0,5738.0,1531.36495,1.896729999999934,1.857279999999946
15cm-16layers-2-s,3,1,6,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1636,1636,2025-09-11T09:32:34Z,5747.0,5747.111111111111,1531.36617,1.897950000000037,1.8575200000000223
15cm-16layers-2-s,3,1,7,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1717,1717,2025-09-11T09:32:43Z,5756.0,5756.1,1531.36995,1.9017300000000432,1.8604100000000017
15cm-16layers-2-s,3,1,8,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1803,1803,2025-09-11T09:32:51Z,5765.0,5765.0,1531.37026,1.9020399999999427,1.8603499999999258
15cm-16layers-2-s,3,1,9,10,1,1,120,0,1.2,163,45.19,16.0,15.0,,0,1894,1894,2025-09-11T09:33:01Z,5774.0,5774.1,1531.3735,1.905279999999948,1.8854699999999411
15cm-16layers-2-s,3,2,0,10,1,1,120,0,1.4,182,46.54,16.0,15.0,,0,2098,2098,2025-09-11T09:33:23Z,5796.0,5796.125,1531.63541,2.1671900000001187,2.1328600000001643
15cm-16layers-2-s,3,2,1,10,1,1,120,0,1.4,182,46.54,16.0,15.0,,0,2175,2175,2025-09-11T09:33:31Z,5805.0,5805.0,1531.65056,2.1823400000000674,2.1401100000000497
15cm-16layers-2-s,3,2,2,10,1,1,120,0,1.4,182,46.54,16.0,15.0,,0,2265,2265,2025-09-11T09:33:41Z,5814.0,5814.1,1531.66178,2.193559999999934,2.14774999999986
15cm-16layers-2-s,3,2,3,10,1,1,120,0,1.4,182,46.54,16.0,15.0,,0,2354,2354,2025-09-11T09:33:49Z,5823.0,5823.0,1531.6564,2.188180000000102,2.1402600000001257
15cm-16layers-2-s,3,2,4,10,1,1,120,0,1.4,182,46.54,16.0,15.0,,0,2444,2444,2025-09-11T09:33:58Z,5832.0,5832.0,1531.6595,2.191280000000006,2.1422399999999016
