experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
19cm-16layers-7-s,2,0,0,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,87,87,2025-09-12T08:49:21Z,5244.0,5244.111111111111,1528.20619,3.390039999999999,3.365740000000187
19cm-16layers-7-s,2,0,1,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,176,176,2025-09-12T08:49:30Z,5253.0,5253.1,1528.19543,3.3792799999998806,3.3473200000000816
19cm-16layers-7-s,2,0,2,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,266,266,2025-09-12T08:49:39Z,5262.0,5262.1,1528.18337,3.367219999999861,3.3310500000000047
19cm-16layers-7-s,2,0,3,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,350,350,2025-09-12T08:49:48Z,5271.0,5271.0,1528.11424,3.298090000000002,3.2598700000000917
19cm-16layers-7-s,2,0,4,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,424,424,2025-09-12T08:49:57Z,5280.0,5280.0,1528.21698,3.4008299999998144,3.3798699999999826
19cm-16layers-7-s,2,0,5,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,508,508,2025-09-12T08:50:06Z,5289.0,5289.1,1528.13328,3.3171299999999064,3.2777000000000953
19cm-16layers-7-s,2,0,6,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,595,595,2025-09-12T08:50:15Z,5298.0,5298.1,1528.0628,3.2466499999998177,3.2051799999999275
19cm-16layers-7-s,2,0,7,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,683,683,2025-09-12T08:50:24Z,5307.0,5307.0,1528.02258,3.206429999999955,3.1637600000001385
19cm-16layers-7-s,2,0,8,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,772,772,2025-09-12T08:50:33Z,5316.0,5316.181818181818,1527.99472,3.1785699999998087,3.1358699999998407
19cm-16layers-7-s,2,0,9,10,1,1,120,0,2.0,246,55.91,16.0,19.0,,0,851,851,2025-09-12T08:50:42Z,5325.0,5325.125,1527.96244,3.146289999999908,3.102390000000014
19cm-16layers-7-s,2,1,0,10,1,1,120,0,2.2,268,56.9,16.0,19.0,,0,1035,1035,2025-09-12T08:51:02Z,5345.0,5345.0,1528.16266,3.346509999999853,3.309569999999894
19cm-16layers-7-s,2,1,1,10,1,1,120,0,2.2,268,56.9,16.0,19.0,,0,1126,1126,2025-09-12T08:51:11Z,5354.0,5354.1,1528.14811,3.331959999999981,3.2901500000000397
19cm-16layers-7-s,2,1,2,10,1,1,120,0,2.2,268,56.9,16.0,19.0,,0,1216,1216,2025-09-12T08:51:20Z,5363.0,5363.1,1528.1558,3.3396499999998923,3.2951700000000983
19cm-16layers-7-s,2,1,3,10,1,1,120,0,2.2,268,56.9,16.0,19.0,,0,1302,1302,2025-09-12T08:51:29Z,5372.0,5372.1,1528.22416,3.4080099999998765,3.360650000000078
19cm-16layers-7-s,2,1,4,10,1,1,120,0,2.2,268,56.9,16.0,19.0,,0,1376,1376,2025-09-12T08:51:38Z,5381.0,5381.111111111111,1528.2636,3.4474499999998898,3.3988600000000133
