experiment_id,channel,group_index,peak_in_group,group_peak_count,is_complete_group,is_complete_channel,channel_peak_count,extra_peaks_ignored,pressure_bar,force_n,displacement_mm,layers,span_cm,crack_marker,crack_label,row_index,sample_index,timestamp,time_s,effective_time_s,wavelength_nm,delta_nm,prominence
27cm-12layers-5,10,0,0,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9038,9038,2025-08-27T13:06:08Z,1676.0,1676.1,1534.109835,7.40366999999992,11.374385000000075
27cm-12layers-5,10,0,1,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9048,9048,2025-08-27T13:06:09Z,1677.0,1677.1,1533.262815,6.5566499999999905,0.4389650000000529
27cm-12layers-5,10,0,2,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9131,9131,2025-08-27T13:06:17Z,1685.0,1685.6,1529.82971,3.123544999999922,1.4394999999999527
27cm-12layers-5,10,0,3,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9148,9148,2025-08-27T13:06:19Z,1687.0,1687.3,1526.69268,-0.013484999999946012,0.5405399999999645
27cm-12layers-5,10,0,4,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9151,9151,2025-08-27T13:06:19Z,1687.0,1687.6,1526.7185450000002,0.012380000000121072,1.1069450000002234
27cm-12layers-5,10,0,5,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9159,9159,2025-08-27T13:06:20Z,1688.0,1688.4,1527.73683,1.030664999999999,2.2419400000001133
27cm-12layers-5,10,0,6,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9229,9229,2025-08-27T13:06:27Z,1695.0,1695.4,1528.94872,2.2425550000000385,12.342470000000048
27cm-12layers-5,10,0,7,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9240,9240,2025-08-27T13:06:28Z,1696.0,1696.5,1520.3858300000002,-6.320334999999886,0.2886900000000878
27cm-12layers-5,10,0,8,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9242,9242,2025-08-27T13:06:28Z,1696.0,1696.7,1520.95444,-5.751725000000079,0.8572999999998956
27cm-12layers-5,10,0,9,10,1,0,72,0,1.0,147,61.34,12.0,27.0,,0,9259,9259,2025-08-27T13:06:30Z,1698.0,1698.4,1527.83583,1.1296649999999318,6.653810000000021
27cm-12layers-5,10,1,0,10,1,0,72,0,1.2,166,62.82,12.0,27.0,,0,10313,10313,2025-08-27T13:08:22Z,1810.0,1810.5,1528.81195,2.105784999999969,7.058150000000069
